,aug_id,original_id,sample_frequency,name,description,units,source,url,domain,subdomain,tags,country_name,country_code,region_name,region_code,state,country,city,locality,nieghbourhood,location,map_coordinates,timestamps
120,GDACS_1307516,1307516,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in United States 26/01/2022 01:02 UTC, No people within 100km.","On 1/26/2022 1:02:06 AM, an earthquake occurred in United States potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307516,gdacs.org,www,"['EQ', 'Green']",United States,USA,North America,NAC,Alaska,United States,Amchitka,,,"Amchitka, Alaska, United States","['51.9725', '178.2988']","['Wed, 26 Jan 2022 01:02:06 GMT', 'Wed, 26 Jan 2022 01:02:06 GMT']"
17,GDACS_1014958,1014958,7 days,"Drought is on going in Argentina, Chile",The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1014958,gdacs.org,www,"['DR', 'Green']","Argentina, Chile",ARG,Latin America & Caribbean,LCN,Araucanía,Chile,Quichamahuida,,,"Quichamahuida, Araucanía, Chile","['-38.225', '-72.609']","['Wed, 21 Oct 2020 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
20,GDACS_1014473,1014473,7 days,"Drought is on going in Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan",The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1014473,gdacs.org,www,"['DR', 'Green']","Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan",IRN,Middle East & North Africa,MEA,Mangghystaū,Kazakhstan,Kamennyy,,,"Kamennyy, Mangghystaū, Kazakhstan","['44.684', '55.077']","['Wed, 21 Oct 2020 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
21,GDACS_1014495,1014495,7 days,Drought is on going in Madagascar,The  Drought alert level is Red.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1014495,gdacs.org,www,"['DR', 'Red']",Madagascar,MDG,Sub-Saharan Africa,SSF,Amoron'i Mania,Madagascar,Ambalavato,,,"Ambalavato, Amoron'i Mania, Madagascar","['-20.247', '46.202']","['Wed, 21 Oct 2020 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
12,GDACS_1015088,1015088,7 days,Drought is on going in United States,The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015088,gdacs.org,www,"['DR', 'Green']",United States,USA,North America,NAC,Colorado,United States,Wareland,,,"Wareland, Colorado, United States","['39.072', '-103.218']","['Wed, 21 Jul 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
16,GDACS_1015039,1015039,7 days,"Drought is on going in Angola, Democratic Republic of Congo, Republic of Congo",The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015039,gdacs.org,www,"['DR', 'Green']","Angola, Democratic Republic of Congo, Republic of Congo",AGO,Sub-Saharan Africa,SSF,Bas-Congo,DR Congo,Kintadi,,,"Kintadi, Bas-Congo, DR Congo","['-5', '13.5']","['Wed, 21 Jul 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
124,GDACS_1307511,1307511,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Philippines 25/01/2022 23:59 UTC, No people within 100km.","On 1/25/2022 11:59:17 PM, an earthquake occurred in Philippines potentially affecting No people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307511,gdacs.org,www,"['EQ', 'Green']",Philippines,PHL,East Asia & Pacific,EAS,,Indonesia,Miangas,,,"Miangas, , Indonesia","['5.3974', '126.4219']","['Tue, 25 Jan 2022 23:59:17 GMT', 'Tue, 25 Jan 2022 23:59:17 GMT']"
125,GDACS_1307515,1307515,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Tonga 25/01/2022 23:34 UTC, About 79000 people within 100km.","On 1/25/2022 11:34:22 PM, an earthquake occurred in Tonga potentially affecting About 79000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307515,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,Vava‘u,Tonga,Kotomaka,,,"Kotomaka, Vava‘u, Tonga","['-20.442', '-175.4183']","['Tue, 25 Jan 2022 23:34:22 GMT', 'Tue, 25 Jan 2022 23:34:22 GMT']"
126,GDACS_1307490,1307490,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:7.63km) in Haiti 25/01/2022 18:50 UTC, 6480000 people within 100km.","On 1/25/2022 6:50:57 PM, an earthquake occurred in Haiti potentially affecting 6480000 people within 100km. The earthquake had Magnitude 4.5M, Depth:7.63km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307490,gdacs.org,www,"['EQ', 'Green']",Haiti,HTI,Latin America & Caribbean,LCN,Ouest,Haiti,Daverne,,,"Daverne, Ouest, Haiti","['18.5511', '-72.683']","['Tue, 25 Jan 2022 18:50:57 GMT', 'Tue, 25 Jan 2022 18:50:57 GMT']"
127,GDACS_1307483,1307483,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:240.26km) in Tonga 25/01/2022 17:21 UTC, Few people within 100km.","On 1/25/2022 5:21:33 PM, an earthquake occurred in Tonga potentially affecting Few people within 100km. The earthquake had Magnitude 4.9M, Depth:240.26km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307483,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,,,,,,,"['-17.6122', '-175.0303']","['Tue, 25 Jan 2022 17:21:33 GMT', 'Tue, 25 Jan 2022 17:21:33 GMT']"
15,GDACS_1015187,1015187,7 days,"Drought is on going in Belize, Costa Rica, Guatemala, Honduras, Nicaragua",The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015187,gdacs.org,www,"['DR', 'Green']","Belize, Costa Rica, Guatemala, Honduras, Nicaragua",BLZ,Latin America & Caribbean,LCN,Francisco Morazán,Honduras,Agua Fría,,,"Agua Fría, Francisco Morazán, Honduras","['14.417', '-86.837']","['Tue, 21 Sep 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
0,GDACS_1308444,1308444,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 01/02/2022 14:30 UTC, No people within 100km.","On 2/1/2022 2:30:03 PM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308444,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.7937', '-176.225']","['Tue, 01 Feb 2022 14:30:03 GMT', 'Tue, 01 Feb 2022 14:30:03 GMT']"
1,GDACS_1308443,1308443,7 days,"Green earthquake alert (Magnitude 5.4M, Depth:177.9km) in Papua New Guinea 01/02/2022 14:05 UTC, 490000 people within 100km.","On 2/1/2022 2:05:02 PM, an earthquake occurred in Papua New Guinea potentially affecting 490000 people within 100km. The earthquake had Magnitude 5.4M, Depth:177.9km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308443,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,East Asia & Pacific,EAS,Morobe,Papua New Guinea,Tsinjangogwi,,,"Tsinjangogwi, Morobe, Papua New Guinea","['-7.1084', '145.9978']","['Tue, 01 Feb 2022 14:05:02 GMT', 'Tue, 01 Feb 2022 14:05:02 GMT']"
4,GDACS_1308426,1308426,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in New Caledonia 01/02/2022 11:41 UTC, No people within 100km.","On 2/1/2022 11:41:35 AM, an earthquake occurred in New Caledonia potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308426,gdacs.org,www,"['EQ', 'Green']",New Caledonia,NCL,East Asia & Pacific,EAS,,,,,,,"['-23.0802', '170.4347']","['Tue, 01 Feb 2022 11:41:35 GMT', 'Tue, 01 Feb 2022 11:41:35 GMT']"
5,GDACS_1308409,1308409,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:32.23km) in Japan 01/02/2022 09:18 UTC, No people within 100km.","On 2/1/2022 9:18:36 AM, an earthquake occurred in Japan potentially affecting No people within 100km. The earthquake had Magnitude 4.7M, Depth:32.23km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308409,gdacs.org,www,"['EQ', 'Green']",Japan,JPN,East Asia & Pacific,EAS,,,,,,,"['32.6869', '141.774']","['Tue, 01 Feb 2022 09:18:36 GMT', 'Tue, 01 Feb 2022 09:18:36 GMT']"
6,GDACS_1308404,1308404,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:10km) in Northern Mid-Atlantic Ridge 01/02/2022 05:48 UTC, No people within 100km.","On 2/1/2022 5:48:56 AM, an earthquake occurred in Northern Mid-Atlantic Ridge potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308404,gdacs.org,www,"['EQ', 'Green']",Northern Mid-Atlantic Ridge,,,,,,,,,,"['28.8616', '-43.6394']","['Tue, 01 Feb 2022 05:48:56 GMT', 'Tue, 01 Feb 2022 05:48:56 GMT']"
7,GDACS_1308349,1308349,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:25.7km) in Chile 01/02/2022 01:39 UTC, 430000 people within 100km.","On 2/1/2022 1:39:51 AM, an earthquake occurred in Chile potentially affecting 430000 people within 100km. The earthquake had Magnitude 4.7M, Depth:25.7km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308349,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,Latin America & Caribbean,LCN,Los Lagos Region,Chile,Huitrapulli,,,"Huitrapulli, Los Lagos Region, Chile","['-40.3281', '-74.0512']","['Tue, 01 Feb 2022 01:39:51 GMT', 'Tue, 01 Feb 2022 01:39:51 GMT']"
8,GDACS_1308348,1308348,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Chile 01/02/2022 01:33 UTC, 230000 people within 100km.","On 2/1/2022 1:33:21 AM, an earthquake occurred in Chile potentially affecting 230000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308348,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,Latin America & Caribbean,LCN,Los Lagos Region,Chile,Huitrapulli,,,"Huitrapulli, Los Lagos Region, Chile","['-40.3578', '-74.2316']","['Tue, 01 Feb 2022 01:33:21 GMT', 'Tue, 01 Feb 2022 01:33:21 GMT']"
9,GDACS_1308346,1308346,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:107.42km) in Argentina 01/02/2022 00:52 UTC, 690000 people within 100km.","On 2/1/2022 12:52:42 AM, an earthquake occurred in Argentina potentially affecting 690000 people within 100km. The earthquake had Magnitude 4.9M, Depth:107.42km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308346,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,Latin America & Caribbean,LCN,San Juan,Argentina,La Laja,,,"La Laja, San Juan, Argentina","['-31.3306', '-68.5308']","['Tue, 01 Feb 2022 00:52:42 GMT', 'Tue, 01 Feb 2022 00:52:42 GMT']"
10,GDACS_1308344,1308344,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:177.58km) in Indonesia 01/02/2022 00:18 UTC, About 71000 people within 100km.","On 2/1/2022 12:18:52 AM, an earthquake occurred in Indonesia potentially affecting About 71000 people within 100km. The earthquake had Magnitude 4.7M, Depth:177.58km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308344,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,Maluku,Indonesia,Jerusu,,,"Jerusu, Maluku, Indonesia","['-7.5493', '127.5443']","['Tue, 01 Feb 2022 00:18:52 GMT', 'Tue, 01 Feb 2022 00:18:52 GMT']"
96,GDACS_1307778,1307778,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:141.75km) in Papua New Guinea 27/01/2022 23:39 UTC, 180000 people within 100km.","On 1/27/2022 11:39:28 PM, an earthquake occurred in Papua New Guinea potentially affecting 180000 people within 100km. The earthquake had Magnitude 4.6M, Depth:141.75km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307778,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,East Asia & Pacific,EAS,Morobe,Papua New Guinea,Beluok,,,"Beluok, Morobe, Papua New Guinea","['-7.9474', '146.7723']","['Thu, 27 Jan 2022 23:39:28 GMT', 'Thu, 27 Jan 2022 23:39:28 GMT']"
97,GDACS_1307974,1307974,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 27/01/2022 22:18 UTC, No people within 100km.","On 1/27/2022 10:18:53 PM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307974,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-28.882', '-176.6122']","['Thu, 27 Jan 2022 22:18:53 GMT', 'Thu, 27 Jan 2022 22:18:53 GMT']"
98,GDACS_1307763,1307763,7 days,"Green earthquake alert (Magnitude 5M, Depth:23.82km) in Indonesia 27/01/2022 16:03 UTC, No people within 100km.","On 1/27/2022 4:03:03 PM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 5M, Depth:23.82km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307763,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,,,,,,,"['-8.7448', '108.0816']","['Thu, 27 Jan 2022 16:03:03 GMT', 'Thu, 27 Jan 2022 16:03:03 GMT']"
99,GDACS_1307758,1307758,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Haiti 27/01/2022 14:59 UTC, 2440000 people within 100km.","On 1/27/2022 2:59:20 PM, an earthquake occurred in Haiti potentially affecting 2440000 people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307758,gdacs.org,www,"['EQ', 'Green']",Haiti,HTI,Latin America & Caribbean,LCN,Nippes,Haiti,Didier,,,"Didier, Nippes, Haiti","['18.4262', '-73.3898']","['Thu, 27 Jan 2022 14:59:20 GMT', 'Thu, 27 Jan 2022 14:59:20 GMT']"
100,GDACS_1307737,1307737,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:33.17km) in Indonesia 27/01/2022 13:20 UTC, 120000 people within 100km.","On 1/27/2022 1:20:05 PM, an earthquake occurred in Indonesia potentially affecting 120000 people within 100km. The earthquake had Magnitude 4.8M, Depth:33.17km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307737,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,South Sulawesi,Indonesia,Bonelambere,,,"Bonelambere, South Sulawesi, Indonesia","['-6.6866', '120.6265']","['Thu, 27 Jan 2022 13:20:05 GMT', 'Thu, 27 Jan 2022 13:20:05 GMT']"
101,GDACS_1307970,1307970,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:10km) in Tonga 27/01/2022 11:14 UTC, About 84000 people within 100km.","On 1/27/2022 11:14:22 AM, an earthquake occurred in Tonga potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.7M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307970,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,Tongatapu,Tonga,Ha‘atafu,,,"Ha‘atafu, Tongatapu, Tonga","['-20.6757', '-175.3475']","['Thu, 27 Jan 2022 11:14:22 GMT', 'Thu, 27 Jan 2022 11:14:22 GMT']"
102,GDACS_1307708,1307708,7 days,"Green earthquake alert (Magnitude 6.2M, Depth:4.17km) in Tonga 27/01/2022 06:40 UTC, No people within 100km.","On 1/27/2022 6:40:07 AM, an earthquake occurred in Tonga potentially affecting No people within 100km. The earthquake had Magnitude 6.2M, Depth:4.17km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307708,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,,,,,,,"['-19.0681', '-176.3494']","['Thu, 27 Jan 2022 06:40:07 GMT', 'Thu, 27 Jan 2022 06:40:07 GMT']"
103,GDACS_1307702,1307702,7 days,"Green earthquake alert (Magnitude 5M, Depth:75.92km) in Indonesia 27/01/2022 06:15 UTC, About 41000 people within 100km.","On 1/27/2022 6:15:10 AM, an earthquake occurred in Indonesia potentially affecting About 41000 people within 100km. The earthquake had Magnitude 5M, Depth:75.92km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307702,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,,,,,,,"['3.0969', '127.9481']","['Thu, 27 Jan 2022 06:15:10 GMT', 'Thu, 27 Jan 2022 06:15:10 GMT']"
104,GDACS_1307697,1307697,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Greenland 27/01/2022 04:52 UTC, About 2000 people within 100km.","On 1/27/2022 4:52:48 AM, an earthquake occurred in Greenland potentially affecting About 2000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307697,gdacs.org,www,"['EQ', 'Green']",Greenland,GRL,Europe & Central Asia,ECS,Kujalleq,Greenland,Kangikitsoq,,,"Kangikitsoq, Kujalleq, Greenland","['60.7498', '-44.1483']","['Thu, 27 Jan 2022 04:52:48 GMT', 'Thu, 27 Jan 2022 04:52:48 GMT']"
105,GDACS_1307688,1307688,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:116.22km) in Argentina 27/01/2022 03:00 UTC, 1790000 people within 100km.","On 1/27/2022 3:00:47 AM, an earthquake occurred in Argentina potentially affecting 1790000 people within 100km. The earthquake had Magnitude 4.7M, Depth:116.22km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307688,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,Latin America & Caribbean,LCN,San Juan,Argentina,Ramblón,,,"Ramblón, San Juan, Argentina","['-32.4246', '-68.679']","['Thu, 27 Jan 2022 03:00:47 GMT', 'Thu, 27 Jan 2022 03:00:47 GMT']"
106,GDACS_1307687,1307687,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Papua New Guinea 27/01/2022 02:49 UTC, 240000 people within 100km.","On 1/27/2022 2:49:45 AM, an earthquake occurred in Papua New Guinea potentially affecting 240000 people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307687,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,East Asia & Pacific,EAS,New Ireland,Papua New Guinea,Danu,,,"Danu, New Ireland, Papua New Guinea","['-3.7623', '151.7749']","['Thu, 27 Jan 2022 02:49:45 GMT', 'Thu, 27 Jan 2022 02:49:45 GMT']"
107,GDACS_1307686,1307686,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:600.26km) in Fiji 27/01/2022 02:08 UTC, About 300 people within 100km.","On 1/27/2022 2:08:50 AM, an earthquake occurred in Fiji potentially affecting About 300 people within 100km. The earthquake had Magnitude 4.7M, Depth:600.26km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307686,gdacs.org,www,"['EQ', 'Green']",Fiji,FJI,East Asia & Pacific,EAS,,,,,,,"['-18.123', '-177.7745']","['Thu, 27 Jan 2022 02:08:50 GMT', 'Thu, 27 Jan 2022 02:08:50 GMT']"
