,place,1996,2001,2006,2009,2011,2012,2013,2014,2016,2016,2018,2019,2020,2021,county_name,sample_frequency,timestamps,name,units,url,domain,country_code,country_name,original_id,aug_id
255,wikidataId/Q142218,,,,,16745.0,,,,,,,,,,L'Ancienne-Lorette,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142218,255
256,wikidataId/Q142222,,,,,657.0,,,,,,,,,,Duparquet,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142222,256
257,wikidataId/Q142225,,,,,58.0,,,,,,,,,,Barkmere,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142225,257
258,wikidataId/Q142229,,,,,3471.0,,,,,,,,,,Dunham,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142229,258
259,wikidataId/Q1422308,,,,,,,,,776.0,,,,,,Radium Hot Springs,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1422308,259
260,wikidataId/Q142233,,,,,466.0,,,,,,,,,,Lac-Sergent,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142233,260
261,wikidataId/Q142239,,,,,5171.0,,,,,,,,,,Cookshire-Eaton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142239,261
262,wikidataId/Q142243,,,,,3741.0,,,,,,,,,,East Angus,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142243,262
263,wikidataId/Q142246,,,,,5609.0,,,,,,,,,,Brome Lake,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142246,263
264,wikidataId/Q142250,,,,,12551.0,,,,,,,,,,Lachute,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142250,264
265,wikidataId/Q142255,,,,,598.0,,,,,,,,,,Lac-Delage,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142255,265
266,wikidataId/Q142262,,,,,1610.0,,,,,,,,,,Chapais,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142262,266
267,wikidataId/Q142267,,,,,1053.0,,,,,,,,,,Desbiens,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142267,267
268,wikidataId/Q142271,,,,,,,,,31380.0,,,,,,Pointe-Claire,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142271,268
269,wikidataId/Q142279,,,,,,,,,2187.0,,,,,,Lebel-sur-Quévillon,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142279,269
270,wikidataId/Q142284,,,,,2770.0,,,,,,,,,,Pohénégamook,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142284,270
271,wikidataId/Q142289,,,,,,,,,4410.0,,,,,,Waterloo,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142289,271
272,wikidataId/Q142295,,,,,3810.0,,,,,,,,,,New Richmond,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142295,272
273,wikidataId/Q142301,,,,,4645.0,,,,,,,,,,Rivière-Rouge,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142301,273
274,wikidataId/Q142306,,,,,5467.0,,,,,,,,,,Richelieu,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142306,274
275,wikidataId/Q142313,,,,,8723.0,,,,,,,,,,Pont-Rouge,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142313,275
276,wikidataId/Q142320,,,,,2862.0,,,,,,,,,,Saint-Marc-des-Carrières,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142320,276
277,wikidataId/Q142325,,,,,4097.0,,,,,,,,,,Métabetchouan–Lac-à-la-Croix,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142325,277
278,wikidataId/Q142333,,,,,26107.0,,,,,,,,,,Saint-Bruno-de-Montarville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142333,278
279,wikidataId/Q142345,,,,,3270.0,,,,,,,,,,Forestville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142345,279
280,wikidataId/Q142355,,,,,4266.0,,,,,,,,,,La Pocatière,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142355,280
281,wikidataId/Q142360,,,,,2623.0,,,,,,,,,,Cap-Chat,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142360,281
282,wikidataId/Q142365,,,,,547.0,,,,,,,,,,Scotstown,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142365,282
283,wikidataId/Q142370,,,,,,,,,2818.0,,,,,,Thurso,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142370,283
284,wikidataId/Q142375,,,,,2857.0,,,,,,,,,,Stanstead,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142375,284
285,wikidataId/Q142379,,,,,2953.0,,,,,,,,,,Senneterre,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142379,285
286,wikidataId/Q142386,,,,,3880.0,,,,,,,,,,Saint-Tite,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142386,286
287,wikidataId/Q142391,,,,,,,,,9462.0,,,,,,Carignan,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142391,287
288,wikidataId/Q142397,,,,,4766.0,,,,,,,,,,Warwick,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142397,288
289,wikidataId/Q142402,,,,,3137.0,,,,,,,,,,Normandin,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142402,289
290,wikidataId/Q142405,,,,,1721.0,,,,,,,,,,Saint-Ours,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142405,290
291,wikidataId/Q142408,,,,,764.0,,,,,,,,,,Murdochville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142408,291
292,wikidataId/Q142421,,,,,2028.0,,,,,,,,,,Waterville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142421,292
293,wikidataId/Q142426,,,,,,,,,19889.0,,,,,,Saint-Lazare,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142426,293
294,wikidataId/Q142430,,,,,,,,,3187.0,,,,,,Portneuf,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142430,294
295,wikidataId/Q142436,,,,,,,,,18074.0,,,,,,Sainte-Marthe-sur-le-Lac,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142436,295
296,wikidataId/Q142446,,,,,2463.0,,,,,,,,,,Saint-Basile,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142446,296
297,wikidataId/Q142451,,,,,3490.0,,,,,,,,,,Saint-Pascal,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142451,297
298,wikidataId/Q142456,,,,,,,,,1642.0,,,,,,Saint‐Joseph‐de‐Sorel,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142456,298
299,wikidataId/Q142466,,,,,5096.0,,,,,,,,,,Témiscouata-sur-le-Lac,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142466,299
300,wikidataId/Q142475,,,,,8868.0,,,,,,,,,,Notre-Dame-des-Prairies,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142475,300
301,wikidataId/Q142481,,,,,4070.0,,,,,,,,,,Danville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142481,301
302,wikidataId/Q142490,,,,,,,,,4392.0,,,,,,Neuville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142490,302
303,wikidataId/Q142500,,,,,2740.0,,,,,,,,,,Sainte-Marguerite-du-Lac-Masson,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142500,303
304,wikidataId/Q142504,,,,,7265.0,,,,,,,,,,Saint-Rémi,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142504,304
305,wikidataId/Q142516,,,,,5693.0,,,,,,,,,,Princeville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142516,305
306,wikidataId/Q142521,,,,,3906.0,,,,,,,,,,Sutton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142521,306
307,wikidataId/Q142560,,,,,12137.0,,,,,,,,,,Sainte-Adèle,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142560,307
308,wikidataId/Q1425657,,,,,,,,,1826.0,,,,,,Dalmeny,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1425657,308
309,wikidataId/Q142566,,,,,3449.0,,,,,,,,,,Malartic,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142566,309
310,wikidataId/Q1427108,,,647.0,,,,,,,,,,,,Dundurn,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1427108,310
311,wikidataId/Q1427885,,,,,1025.0,,,,,,,,,,Davidson,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1427885,311
312,wikidataId/Q1427938,,,610.0,,,,,,,,,,,,Duck Lake,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1427938,312
313,wikidataId/Q1427945,,,,,,,,,573.0,,,,,,Cut Knife,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1427945,313
314,wikidataId/Q1427949,,,,,,,,,1038.0,,,,,,Delisle,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1427949,314
315,wikidataId/Q142969,,,,,3456.0,,,,,,,,,,Grande-Rivière,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142969,315
316,wikidataId/Q1430715,,,,,,,,,470.0,,,,,,Whatì,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1430715,316
317,wikidataId/Q143227,,,,,31173.0,,,,,,,,,,Saint-Georges,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q143227,317
318,wikidataId/Q143360,,,,,9881.0,,,,,,,,,,Saint-Sauveur,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q143360,318
319,wikidataId/Q1435042,,,,,,,,,30180.0,,,,,,LaSalle,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1435042,319
320,wikidataId/Q1438546,,,,,,,,,7739.0,,,,,,Fort Frances,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1438546,320
321,wikidataId/Q1438931,,,,,,,,,12514.0,,,,,,Parksville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1438931,321
322,wikidataId/Q1455440,,,,,,,,,17187.0,,,,,,Petawawa,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1455440,322
323,wikidataId/Q1493315,,,,,,,,,278.0,,,,,,Gamèti,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1493315,323
324,wikidataId/Q1498488,,,,,,,,,481.0,,,,,,"Morley, Ontario",12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1498488,324
325,wikidataId/Q1520502,,,449.0,,,,,,,,,,,,Eatonia,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1520502,325
326,wikidataId/Q1521430,,,,,,,,,503.0,,,,,,Eastend,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1521430,326
327,wikidataId/Q153470,,,,,,,,,627.0,,,,,,Pilot Mound,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q153470,327
328,wikidataId/Q1542518,,,,,2102.0,,,,,,,,,,Grand Bend,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1542518,328
329,wikidataId/Q1542954,,,,,,,,,3571.0,,,,,,Grande Cache,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1542954,329
330,wikidataId/Q1576700,,,,,,,,,7688.0,,,,,,Hanover,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1576700,330
331,wikidataId/Q1586275,,,,,,,,,1468.0,,,,,,Harrison Hot Springs,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1586275,331
332,wikidataId/Q1592082,,,,,,,,,313.0,,,,,,Hazelton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1592082,332
333,wikidataId/Q1614488,,,,,,,,,1937.0,,,,,,Manitouwadge,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1614488,333
334,wikidataId/Q1639696,,,,,,,,,16343.0,,,,,,Yorkton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1639696,334
335,wikidataId/Q163977,,,,,,,,,6651.0,,,,,,Slave Lake,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q163977,335
336,wikidataId/Q1642364,,,,,,,,,40902.0,,,,,,Woodstock,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1642364,336
337,wikidataId/Q165174,,,,,,,,,1980.0,,,,,,100 Mile House,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q165174,337
338,wikidataId/Q1659757,,,,,,,,,2246.0,,,,,,Gimli,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1659757,338
339,wikidataId/Q1664593,,,,,1562.0,,,,,,,,,,"Royston, British Columbia",12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1664593,339
340,wikidataId/Q16740,,,,,,,,,82256.0,,,,,,Maple Ridge,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q16740,340
341,wikidataId/Q1674013,,,,,,,,,295.0,,,,,,"Iskut, British Columbia",12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1674013,341
342,wikidataId/Q1688270,,,,,706.0,,,,,,,,,,Paquetville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1688270,342
343,wikidataId/Q1693101,,,,,,,,,1743.0,,,,,,Shelburne,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1693101,343
344,wikidataId/Q169348,,,,,,,,,107.0,,,,,,Zeballos,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q169348,344
345,wikidataId/Q1718869,,,,,,,,,5428.0,,,,,,Peachland,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1718869,345
346,wikidataId/Q1723761,,,,,,,,,1082.0,,,,,,Naujaat,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1723761,346
347,wikidataId/Q1727611,,,,,,,,,2574.0,,,,,,Pemberton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1727611,347
348,wikidataId/Q1736159,,,,,,,,,1481.0,,,,,,Moosonee,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1736159,348
349,wikidataId/Q1743233,,,,,,,,,249.0,,,,,,"Tagish, Yukon",12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743233,349
350,wikidataId/Q1743462,,,,,,,,,2564.0,,,,,,High Prairie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743462,350
351,wikidataId/Q1743545,,,,,,,,,3585.0,,,,,,Cardston,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743545,351
352,wikidataId/Q1743575,,,,,,,,,6635.0,,,,,,Rocky Mountain House,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743575,352
353,wikidataId/Q1743603,,,,,,,,,2998.0,,,,,,Fairview,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743603,353
354,wikidataId/Q1743694,,,,,,,,,811.0,,,,,,Sedgewick,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743694,354
355,wikidataId/Q1743705,,,,,,,,,13584.0,,,,,,High River,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743705,355
356,wikidataId/Q1743833,,,,,,,,,13057.0,,,,,,Lacombe,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743833,356
357,wikidataId/Q1743848,,,,,,,,,1774.0,,,,,,Lamont,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743848,357
358,wikidataId/Q1743949,,,,,,,,,5268.0,,,,,,Didsbury,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743949,358
359,wikidataId/Q1743985,,,,,,,,,6842.0,,,,,,Peace River,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1743985,359
360,wikidataId/Q1744021,,,,,,,,,17189.0,,,,,,Stony Plain,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744021,360
361,wikidataId/Q1744046,,,,,,,,,3642.0,,,,,,Pincher Creek,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744046,361
362,wikidataId/Q1744063,,,,,,,,,7229.0,,,,,,Ponoka,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744063,362
363,wikidataId/Q1744077,,,,,,,,,1998.0,,,,,,Provost,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744077,363
364,wikidataId/Q1744143,,,,,,,,,2181.0,,,,,,Nanton,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744143,364
365,wikidataId/Q1744192,,,,,,,,,995.0,,,,,,Spirit River,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744192,365
366,wikidataId/Q1744205,,,,,,,,,964.0,,,,,,Smoky Lake,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744205,366
367,wikidataId/Q1744221,,,,,,,,,1047.0,,,,,,Falher,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1744221,367
368,wikidataId/Q1745995,,,,,,,,,5827.0,,,,,,St. Paul,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1745995,368
369,wikidataId/Q1746019,,,,,,,,,5952.0,,,,,,Stettler,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1746019,369
370,wikidataId/Q1746026,,,,,,,,,9848.0,,,,,,Morinville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1746026,370
371,wikidataId/Q1746071,,,,,,,,,1352.0,,,,,,Two Hills,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1746071,371
372,wikidataId/Q1746129,,,,,,,,,1917.0,,,,,,Vulcan,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1746129,372
373,wikidataId/Q1746566,,,,,,,,,3780.0,,,,,,Claresholm,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1746566,373
374,wikidataId/Q1779015,,,,,,,,,10664.0,,,,,,Nelson,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1779015,374
375,wikidataId/Q1801144,,,,,,,,,36611.0,,,,,,Lakeshore,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1801144,375
376,wikidataId/Q1805026,,,,,,,,,1165.0,,,,,,Langenburg,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1805026,376
377,wikidataId/Q1805495,,,1233.0,,,,,,,,,,,,Lanigan,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1805495,377
378,wikidataId/Q1808502,,,,,,,,,7709.0,,,,,,Trail,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1808502,378
379,wikidataId/Q18168315,,,,,3000.0,,,,,,,,,,Midhurst,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q18168315,379
380,wikidataId/Q1827312,,,,,,,,,1334.0,,,,,,Lions Bay,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1827312,380
381,wikidataId/Q1850051,,,,,,,,,3881.0,,,,,,Bancroft,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1850051,381
382,wikidataId/Q1857914,,,,,,,,,701.0,,,,,,McLennan,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1857914,382
