,id,city,country,dt,humidity,pressure,wind_speed,temp.average,temp.average_max,temp.average_min,temp.record_max,temp.record_min
4,1273294.0,Delhi,IN,1635811200,63.55,1014.46,2.06,295.93,302.4,290.49,304.15,286.15
5,1273294.0,Delhi,IN,1635897600,63.48,1014.13,2.18,295.98,302.01,290.4,304.34,285.96
6,1273294.0,Delhi,IN,1635984000,61.82,1013.7,2.01,295.54,301.93,289.81,304.15,287.15
7,1273294.0,Delhi,IN,1636070400,64.31,1013.09,2.12,294.61,300.88,289.62,303.15,287.94
8,1273294.0,Delhi,IN,1636156800,56.56,1012.25,2.14,295.39,302.23,289.07,304.15,287.15
9,1273294.0,Delhi,IN,1636243200,64.43,1014.39,1.91,294.6,300.83,288.93,304.15,286.15
10,1273294.0,Delhi,IN,1636329600,64.23,1014.38,1.89,294.19,301.07,288.39,305.15,286.15
11,1273294.0,Delhi,IN,1636416000,60.75,1014.44,2.04,294.72,301.34,288.12,304.15,286.15
12,1273294.0,Delhi,IN,1636502400,54.59,1012.74,1.98,294.73,301.5,288.4,303.62,286.15
13,1273294.0,Delhi,IN,1636588800,53.12,1013.82,2.12,294.24,301.1,287.96,303.15,285.15
14,1273294.0,Delhi,IN,1636675200,57.95,1013.56,2.06,293.91,301.06,287.21,303.15,284.15
15,1273294.0,Delhi,IN,1636761600,59.57,1014.53,2.05,294.14,301.22,288.25,303.15,284.65
16,1273294.0,Delhi,IN,1636848000,61.81,1014.31,2.28,293.55,300.44,287.31,302.15,283.15
17,1273294.0,Delhi,IN,1636934400,59.95,1014.25,2.36,293.6,300.65,287.67,305.15,282.15
18,1273294.0,Delhi,IN,1637020800,56.5,1014.0,2.65,293.03,299.97,286.37,302.15,283.15
19,1273294.0,Delhi,IN,1637107200,56.57,1014.15,2.58,292.51,299.89,286.09,301.27,282.15
20,1273294.0,Delhi,IN,1637193600,59.11,1014.7,2.33,292.21,299.42,285.82,301.15,283.15
21,1273294.0,Delhi,IN,1637280000,57.1,1014.27,2.21,292.12,299.45,285.73,301.15,282.55
22,1273294.0,Delhi,IN,1637366400,57.2,1014.84,2.28,292.15,299.55,285.53,302.15,283.15
23,1273294.0,Delhi,IN,1637452800,55.26,1014.78,2.17,291.85,299.53,285.11,303.68,282.15
24,1273294.0,Delhi,IN,1637539200,54.96,1014.95,2.09,291.68,299.66,284.57,303.15,282.15
25,1273294.0,Delhi,IN,1637625600,54.0,1013.77,2.2,292.1,299.58,285.21,301.62,282.15
26,1273294.0,Delhi,IN,1637712000,53.12,1015.48,2.32,291.9,299.15,284.83,301.15,281.63
27,1273294.0,Delhi,IN,1637798400,52.94,1014.78,2.43,292.36,299.65,285.49,302.68,283.21
28,1273294.0,Delhi,IN,1637884800,54.01,1013.59,2.48,292.71,300.21,286.27,303.68,283.15
29,1273294.0,Delhi,IN,1637971200,56.94,1014.58,2.43,292.29,298.76,285.82,302.15,283.15
0,1796236.0,Shanghai,CN,1635465600,71.44,1023.78,3.9,290.9,294.45,288.15,298.62,284.2
1,1796236.0,Shanghai,CN,1635552000,68.8,1024.91,3.49,290.68,293.87,288.08,296.25,283.68
2,1796236.0,Shanghai,CN,1635638400,72.38,1024.31,3.42,289.97,293.33,287.01,297.6,283.68
3,1796236.0,Shanghai,CN,1635724800,72.26,1023.43,3.16,289.64,293.37,286.43,299.09,281.21
4,1796236.0,Shanghai,CN,1635811200,65.17,1022.34,3.03,289.88,293.88,286.44,298.3,281.39
5,1796236.0,Shanghai,CN,1635897600,64.79,1023.26,3.97,289.71,293.4,286.41,297.28,282.62
6,1796236.0,Shanghai,CN,1635984000,67.41,1022.36,3.75,289.41,292.78,286.0,295.68,281.81
7,1796236.0,Shanghai,CN,1636070400,70.14,1020.51,3.09,290.23,293.94,286.86,297.15,282.15
8,1796236.0,Shanghai,CN,1636156800,69.52,1019.6,3.3,291.48,294.54,288.55,298.09,281.15
9,1796236.0,Shanghai,CN,1636243200,69.32,1021.1,4.04,290.67,294.93,286.7,300.15,281.15
10,1796236.0,Shanghai,CN,1636329600,67.56,1023.45,4.24,288.23,291.13,285.59,296.96,282.67
11,1796236.0,Shanghai,CN,1636416000,66.93,1022.72,3.44,288.8,292.04,285.56,301.04,281.58
12,1796236.0,Shanghai,CN,1636502400,65.2,1021.89,3.78,288.76,291.77,285.53,295.83,280.15
13,1796236.0,Shanghai,CN,1636588800,63.19,1021.66,3.92,289.01,292.27,285.84,296.98,282.62
14,1796236.0,Shanghai,CN,1636675200,65.05,1021.08,3.81,288.73,291.41,286.03,295.62,279.56
15,1796236.0,Shanghai,CN,1636761600,66.74,1021.39,3.42,288.37,291.86,284.73,295.17,276.73
16,1796236.0,Shanghai,CN,1636848000,64.38,1021.88,3.28,288.13,291.47,284.7,293.84,279.54
17,1796236.0,Shanghai,CN,1636934400,68.03,1022.11,3.53,288.75,292.07,284.95,295.29,280.41
18,1796236.0,Shanghai,CN,1637020800,75.56,1019.37,4.02,289.05,291.41,286.53,298.36,281.95
19,1796236.0,Shanghai,CN,1637107200,76.48,1019.68,4.84,288.75,292.01,284.89,299.83,278.15
20,1796236.0,Shanghai,CN,1637193600,69.51,1022.38,4.42,286.34,289.83,282.89,301.13,277.15
21,1796236.0,Shanghai,CN,1637280000,69.24,1023.54,3.13,286.36,289.65,282.98,295.15,278.61
22,1796236.0,Shanghai,CN,1637366400,71.9,1022.88,3.44,287.26,290.16,284.69,293.26,280.67
23,1796236.0,Shanghai,CN,1637452800,79.94,1021.08,3.73,288.74,290.71,286.18,295.15,282.67
24,1796236.0,Shanghai,CN,1637539200,80.38,1023.07,4.35,287.31,290.03,284.77,295.18,278.68
25,1796236.0,Shanghai,CN,1637625600,78.63,1022.78,4.33,286.96,289.79,284.43,295.62,275.2
26,1796236.0,Shanghai,CN,1637712000,77.38,1022.99,4.77,285.26,289.37,281.21,295.69,275.68
27,1796236.0,Shanghai,CN,1637798400,74.78,1023.53,4.0,284.28,286.94,281.28,292.63,274.52
28,1796236.0,Shanghai,CN,1637884800,74.47,1023.85,4.06,283.88,287.54,280.74,293.15,271.68
29,1796236.0,Shanghai,CN,1637971200,69.58,1025.44,4.27,283.65,287.19,280.0,293.15,273.68
0,3530597.0,Mexico City,MX,1635465600,63.17,995.01,2.3,288.17,295.4,282.12,297.78,274.01
1,3530597.0,Mexico City,MX,1635552000,63.33,993.38,2.29,288.27,295.37,282.25,297.26,275.48
2,3530597.0,Mexico City,MX,1635638400,66.88,993.67,2.56,287.74,294.47,281.83,298.15,275.32
3,3530597.0,Mexico City,MX,1635724800,68.57,1002.86,2.31,287.46,295.45,281.24,297.78,274.28
4,3530597.0,Mexico City,MX,1635811200,65.36,1023.06,2.82,288.13,294.62,282.4,300.56,277.55
5,3530597.0,Mexico City,MX,1635897600,62.62,1024.86,2.52,287.54,294.95,281.18,299.26,276.63
6,3530597.0,Mexico City,MX,1635984000,62.48,1023.8,2.59,288.01,295.58,281.44,298.58,277.15
7,3530597.0,Mexico City,MX,1636070400,62.81,1020.48,2.46,287.64,295.81,280.88,299.36,273.91
8,3530597.0,Mexico City,MX,1636156800,59.81,1003.67,2.39,288.17,296.37,281.05,300.62,277.55
9,3530597.0,Mexico City,MX,1636243200,58.44,1025.05,2.9,288.81,296.24,281.61,299.84,277.2
10,3530597.0,Mexico City,MX,1636329600,54.75,1025.05,2.85,288.75,296.45,281.11,300.13,277.51
11,3530597.0,Mexico City,MX,1636416000,59.8,1025.12,2.57,288.47,296.0,281.49,298.63,277.2
12,3530597.0,Mexico City,MX,1636502400,63.01,1025.36,2.46,288.66,296.31,281.85,299.23,279.24
13,3530597.0,Mexico City,MX,1636588800,59.71,1024.88,2.49,288.84,296.36,281.94,299.15,278.71
14,3530597.0,Mexico City,MX,1636675200,60.39,1011.69,2.71,288.74,295.79,282.62,299.15,279.95
15,3530597.0,Mexico City,MX,1636761600,60.53,1025.98,3.27,287.88,294.23,282.16,299.15,277.42
16,3530597.0,Mexico City,MX,1636848000,63.12,1021.97,3.0,286.94,294.27,280.59,299.15,277.14
17,3530597.0,Mexico City,MX,1636934400,62.76,1023.11,2.76,287.75,294.84,281.52,298.15,278.18
18,3530597.0,Mexico City,MX,1637020800,61.36,994.07,2.87,287.41,295.39,280.55,298.93,275.64
19,3530597.0,Mexico City,MX,1637107200,60.1,1004.63,2.48,287.61,295.52,279.89,299.15,276.38
20,3530597.0,Mexico City,MX,1637193600,57.75,1007.47,2.53,287.13,294.78,280.02,298.15,275.71
21,3530597.0,Mexico City,MX,1637280000,61.63,1008.84,2.55,287.2,295.35,280.34,297.98,271.92
22,3530597.0,Mexico City,MX,1637366400,60.79,1019.14,2.69,287.4,295.13,280.87,298.12,277.31
23,3530597.0,Mexico City,MX,1637452800,60.89,1014.14,2.56,287.72,295.83,280.71,298.27,277.42
24,3530597.0,Mexico City,MX,1637539200,59.86,1008.47,2.46,287.52,295.56,280.52,297.96,277.75
25,3530597.0,Mexico City,MX,1637625600,58.85,1010.58,2.45,287.19,295.44,279.7,298.25,275.43
26,3530597.0,Mexico City,MX,1637712000,57.36,1014.62,2.23,287.26,295.48,279.52,298.15,274.08
27,3530597.0,Mexico City,MX,1637798400,54.46,1019.7,2.4,287.64,296.18,279.83,298.42,274.67
28,3530597.0,Mexico City,MX,1637884800,55.78,1020.89,2.45,287.58,295.61,280.0,298.26,274.15
29,3530597.0,Mexico City,MX,1637971200,55.4,1026.03,2.26,286.8,295.69,278.45,299.15,269.48
0,360630.0,Cairo,EG,1635465600,57.95,1015.07,3.54,295.37,300.8,290.53,303.15,286.08
1,360630.0,Cairo,EG,1635552000,60.06,1015.75,3.44,295.24,300.9,289.97,304.15,285.59
2,360630.0,Cairo,EG,1635638400,64.32,1016.02,3.43,294.89,300.38,289.9,304.15,285.45
3,360630.0,Cairo,EG,1635724800,61.8,1015.85,3.42,294.59,300.11,289.49,304.15,284.46
4,360630.0,Cairo,EG,1635811200,58.43,1015.86,3.77,294.56,300.25,289.45,304.48,285.15
5,360630.0,Cairo,EG,1635897600,60.98,1015.9,3.42,294.33,299.52,289.42,303.15,283.32
6,360630.0,Cairo,EG,1635984000,61.63,1016.11,3.35,294.07,299.17,289.49,303.15,284.2
7,360630.0,Cairo,EG,1636070400,63.3,1016.26,3.48,293.59,298.55,288.92,303.93,282.27
8,360630.0,Cairo,EG,1636156800,62.91,1016.12,3.36,294.14,298.78,288.93,301.03,282.36
9,360630.0,Cairo,EG,1636243200,60.84,1015.83,3.5,294.14,298.75,289.55,302.65,282.71
10,360630.0,Cairo,EG,1636329600,62.71,1016.26,3.21,293.76,298.54,289.33,301.34,284.65
11,360630.0,Cairo,EG,1636416000,64.14,1015.97,3.21,293.58,298.41,289.03,302.09,284.01
12,360630.0,Cairo,EG,1636502400,64.66,1016.13,3.43,293.62,298.35,289.33,302.09,283.78
13,360630.0,Cairo,EG,1636588800,63.62,1016.88,3.41,293.37,297.92,288.68,302.1,278.15
14,360630.0,Cairo,EG,1636675200,61.97,1016.68,3.65,293.47,298.51,288.66,304.97,280.51
15,360630.0,Cairo,EG,1636761600,61.02,1015.97,3.57,293.18,298.42,288.08,304.97,280.49
16,360630.0,Cairo,EG,1636848000,59.34,1015.18,3.66,293.41,298.72,288.51,304.97,281.78
17,360630.0,Cairo,EG,1636934400,64.0,1015.7,3.19,292.6,297.28,287.9,300.15,282.13
18,360630.0,Cairo,EG,1637020800,64.71,1015.75,3.6,292.58,296.86,287.69,300.15,282.39
19,360630.0,Cairo,EG,1637107200,64.69,1016.26,3.53,292.67,297.47,287.99,299.15,282.2
20,360630.0,Cairo,EG,1637193600,60.62,1015.78,3.33,292.74,297.86,287.56,299.97,282.84
21,360630.0,Cairo,EG,1637280000,59.43,1016.21,2.84,292.43,297.92,286.74,300.0,280.87
22,360630.0,Cairo,EG,1637366400,62.44,1016.47,3.2,291.66,296.8,286.6,300.15,281.11
23,360630.0,Cairo,EG,1637452800,62.24,1016.13,3.22,291.21,295.95,286.79,300.15,278.95
24,360630.0,Cairo,EG,1637539200,56.21,1016.13,2.8,291.16,295.87,286.38,301.15,276.95
25,360630.0,Cairo,EG,1637625600,63.2,1016.69,3.28,290.67,294.98,286.68,297.15,278.93
26,360630.0,Cairo,EG,1637712000,63.94,1016.94,3.41,289.77,294.48,285.72,298.15,274.15
27,360630.0,Cairo,EG,1637798400,57.98,1015.67,3.32,290.53,295.52,285.79,303.15,276.76
28,360630.0,Cairo,EG,1637884800,53.81,1015.42,3.89,291.06,296.73,286.69,306.05,276.32
29,360630.0,Cairo,EG,1637971200,55.26,1017.16,2.79,290.6,296.63,286.14,303.95,276.02
0,1275339.0,Mumbai,IN,1635465600,67.82,1015.14,3.22,302.62,306.07,299.67,310.27,298.07
1,1275339.0,Mumbai,IN,1635552000,66.66,1014.91,3.44,302.64,306.38,299.82,309.84,296.77
2,1275339.0,Mumbai,IN,1635638400,63.98,1014.61,3.36,302.52,306.32,299.09,309.66,294.73
3,1275339.0,Mumbai,IN,1635724800,66.03,1014.92,3.34,302.37,306.09,299.23,309.66,294.73
4,1275339.0,Mumbai,IN,1635811200,62.77,1014.51,3.67,302.74,306.5,299.75,309.71,296.61
5,1275339.0,Mumbai,IN,1635897600,66.25,1014.86,3.61,302.74,306.33,299.97,309.66,298.15
6,1275339.0,Mumbai,IN,1635984000,68.68,1014.77,3.41,302.55,305.98,299.28,309.15,295.15
7,1275339.0,Mumbai,IN,1636070400,67.33,1014.73,3.5,302.42,305.88,299.17,308.27,296.15
8,1275339.0,Mumbai,IN,1636156800,69.65,1014.84,3.33,302.02,306.21,298.72,309.48,294.15
9,1275339.0,Mumbai,IN,1636243200,69.36,1014.83,3.63,301.62,305.33,298.45,308.65,295.15
10,1275339.0,Mumbai,IN,1636329600,67.82,1014.63,3.52,301.56,305.45,298.02,308.84,292.15
11,1275339.0,Mumbai,IN,1636416000,67.9,1014.57,3.36,301.68,305.51,298.2,309.48,294.15
12,1275339.0,Mumbai,IN,1636502400,68.81,1014.35,3.25,301.29,305.63,297.69,309.4,294.15
13,1275339.0,Mumbai,IN,1636588800,67.17,1014.51,3.15,301.16,305.55,297.36,308.66,293.15
14,1275339.0,Mumbai,IN,1636675200,65.86,1014.47,3.04,301.13,305.28,297.26,308.15,293.15
15,1275339.0,Mumbai,IN,1636761600,70.29,1014.58,3.01,301.05,305.12,297.84,308.15,296.06
16,1275339.0,Mumbai,IN,1636848000,71.56,1014.41,3.1,300.98,304.74,297.8,308.15,296.15
17,1275339.0,Mumbai,IN,1636934400,70.8,1014.28,2.96,301.34,304.78,297.99,308.4,295.15
18,1275339.0,Mumbai,IN,1637020800,69.2,1014.26,3.24,301.57,305.6,298.5,308.51,296.15
19,1275339.0,Mumbai,IN,1637107200,66.4,1014.15,3.39,301.64,305.38,298.29,308.15,294.59
20,1275339.0,Mumbai,IN,1637193600,68.24,1015.05,3.18,301.1,304.73,298.25,307.15,294.59
21,1275339.0,Mumbai,IN,1637280000,69.25,1015.49,3.38,301.16,304.88,298.07,308.16,293.89
22,1275339.0,Mumbai,IN,1637366400,68.48,1014.46,2.94,301.05,304.98,298.12,309.06,293.75
23,1275339.0,Mumbai,IN,1637452800,68.33,1014.7,3.06,301.13,304.92,297.71,308.16,293.15
24,1275339.0,Mumbai,IN,1637539200,69.3,1014.94,3.16,301.07,305.27,297.84,309.15,294.51
25,1275339.0,Mumbai,IN,1637625600,67.87,1015.28,3.13,300.73,304.68,297.67,308.65,294.63
26,1275339.0,Mumbai,IN,1637712000,67.14,1015.16,3.08,300.95,304.68,297.74,308.15,295.15
27,1275339.0,Mumbai,IN,1637798400,68.26,1014.99,3.1,300.9,304.46,297.63,308.16,295.15
28,1275339.0,Mumbai,IN,1637884800,67.84,1014.93,3.27,300.95,305.23,297.77,309.16,294.15
29,1275339.0,Mumbai,IN,1637971200,65.0,1015.02,3.43,300.87,305.04,297.49,309.16,293.15
0,1816670.0,Beijing,CN,1635465600,49.15,1023.75,2.61,282.25,288.72,276.03,292.56,269.94
1,1816670.0,Beijing,CN,1635552000,54.73,1022.95,2.24,282.04,290.07,275.24,295.53,267.6
2,1816670.0,Beijing,CN,1635638400,56.6,1022.22,2.13,281.47,288.55,274.69,298.46,263.26
3,1816670.0,Beijing,CN,1635724800,55.68,1021.62,2.17,282.07,289.07,276.41,292.15,266.43
4,1816670.0,Beijing,CN,1635811200,58.49,1022.06,2.49,282.08,289.25,276.12,293.15,271.15
5,1816670.0,Beijing,CN,1635897600,66.88,1022.83,1.93,280.88,288.19,274.58,291.15,270.15
6,1816670.0,Beijing,CN,1635984000,72.9,1020.19,2.32,280.61,287.11,275.1,289.88,271.15
7,1816670.0,Beijing,CN,1636070400,66.91,1021.35,2.9,280.73,287.06,275.37,291.15,272.15
8,1816670.0,Beijing,CN,1636156800,64.99,1022.96,2.75,280.15,285.09,275.5,291.75,268.67
9,1816670.0,Beijing,CN,1636243200,54.8,1025.13,3.05,280.61,286.96,274.87,293.15,267.26
10,1816670.0,Beijing,CN,1636329600,58.16,1023.84,2.07,280.35,286.85,274.51,290.47,266.78
11,1816670.0,Beijing,CN,1636416000,62.33,1022.69,2.31,281.32,286.33,275.7,289.81,268.35
12,1816670.0,Beijing,CN,1636502400,56.87,1022.32,2.69,281.14,286.39,276.44,290.57,271.15
13,1816670.0,Beijing,CN,1636588800,61.66,1021.54,2.48,280.5,285.28,276.36,292.56,270.15
14,1816670.0,Beijing,CN,1636675200,58.9,1021.46,2.66,280.64,285.84,276.17,294.38,270.57
15,1816670.0,Beijing,CN,1636761600,57.42,1021.32,3.2,279.79,284.77,274.77,290.44,266.77
16,1816670.0,Beijing,CN,1636848000,55.11,1021.09,2.79,278.8,284.06,272.89,292.34,266.15
17,1816670.0,Beijing,CN,1636934400,57.73,1022.95,1.92,279.07,284.63,273.69,290.45,268.15
18,1816670.0,Beijing,CN,1637020800,59.62,1021.75,2.34,278.38,283.49,274.04,288.49,268.15
19,1816670.0,Beijing,CN,1637107200,56.11,1023.66,3.43,277.91,282.98,272.7,288.97,266.89
20,1816670.0,Beijing,CN,1637193600,56.94,1021.69,2.92,277.27,282.45,272.22,289.82,265.15
21,1816670.0,Beijing,CN,1637280000,58.06,1022.11,2.3,276.76,282.78,271.41,292.04,265.15
22,1816670.0,Beijing,CN,1637366400,59.03,1024.75,2.1,276.38,282.78,271.32,290.53,266.15
23,1816670.0,Beijing,CN,1637452800,57.19,1026.59,3.0,275.34,280.71,269.42,286.15,266.15
24,1816670.0,Beijing,CN,1637539200,53.37,1027.15,2.58,274.97,280.12,269.82,286.15,264.15
25,1816670.0,Beijing,CN,1637625600,47.89,1026.58,3.18,275.23,280.69,269.93,289.15,265.15
26,1816670.0,Beijing,CN,1637712000,49.9,1026.29,2.95,273.82,279.41,267.68,284.15,261.19
27,1816670.0,Beijing,CN,1637798400,53.3,1023.98,2.76,274.42,280.57,269.03,289.82,261.67
28,1816670.0,Beijing,CN,1637884800,46.7,1024.73,3.03,275.05,280.29,269.64,288.71,260.89
29,1816670.0,Beijing,CN,1637971200,46.8,1027.54,2.91,274.3,279.86,269.3,289.82,266.15
0,1185241.0,Dhaka,BD,1635465600,76.81,1014.94,2.12,298.67,303.19,295.14,306.15,290.91
1,1185241.0,Dhaka,BD,1635552000,76.82,1014.9,2.04,298.36,303.31,294.58,306.15,290.29
2,1185241.0,Dhaka,BD,1635638400,77.14,1015.32,2.1,298.32,302.66,294.93,305.15,291.54
3,1185241.0,Dhaka,BD,1635724800,76.77,1014.59,1.84,298.75,303.41,294.88,306.15,292.09
4,1185241.0,Dhaka,BD,1635811200,70.99,1013.37,1.89,299.49,304.22,295.49,306.15,291.67
5,1185241.0,Dhaka,BD,1635897600,73.01,1013.56,1.84,299.31,304.01,295.5,306.15,291.89
6,1185241.0,Dhaka,BD,1635984000,74.44,1013.28,2.06,298.68,302.93,295.04,306.15,290.34
7,1185241.0,Dhaka,BD,1636070400,76.93,1012.81,2.0,298.28,302.48,294.3,305.15,290.36
8,1185241.0,Dhaka,BD,1636156800,76.15,1013.25,2.08,298.44,302.95,294.63,306.15,292.26
9,1185241.0,Dhaka,BD,1636243200,75.3,1014.45,2.01,298.56,302.91,294.92,305.43,289.95
10,1185241.0,Dhaka,BD,1636329600,73.97,1014.88,2.0,298.62,302.67,294.78,306.17,289.55
11,1185241.0,Dhaka,BD,1636416000,75.73,1014.43,1.96,298.01,302.13,294.05,304.15,288.64
12,1185241.0,Dhaka,BD,1636502400,72.57,1014.07,2.1,297.8,301.71,294.4,305.15,291.55
13,1185241.0,Dhaka,BD,1636588800,71.71,1014.63,1.86,298.0,302.63,294.15,305.15,291.13
14,1185241.0,Dhaka,BD,1636675200,71.79,1015.14,1.92,298.12,302.36,294.27,304.15,290.65
15,1185241.0,Dhaka,BD,1636761600,70.48,1014.89,1.86,298.25,302.79,294.42,305.15,290.45
16,1185241.0,Dhaka,BD,1636848000,71.02,1014.66,1.96,298.1,302.47,294.24,305.15,289.95
17,1185241.0,Dhaka,BD,1636934400,72.61,1014.76,2.05,297.56,302.04,293.93,306.15,290.0
18,1185241.0,Dhaka,BD,1637020800,73.52,1014.6,1.84,297.72,302.05,294.49,305.15,290.95
19,1185241.0,Dhaka,BD,1637107200,72.56,1014.88,1.89,297.8,302.02,294.41,304.15,288.68
20,1185241.0,Dhaka,BD,1637193600,73.4,1015.96,1.77,297.16,301.76,292.68,304.15,287.7
21,1185241.0,Dhaka,BD,1637280000,73.24,1016.07,1.87,297.26,301.88,293.25,304.15,287.7
22,1185241.0,Dhaka,BD,1637366400,72.14,1015.35,1.95,297.14,301.89,293.35,304.15,288.02
23,1185241.0,Dhaka,BD,1637452800,72.38,1015.15,2.15,296.63,301.37,292.53,303.15,287.78
24,1185241.0,Dhaka,BD,1637539200,69.64,1015.53,2.24,296.04,301.13,291.73,302.23,286.37
25,1185241.0,Dhaka,BD,1637625600,71.4,1015.55,2.02,295.79,300.96,291.54,303.15,287.05
26,1185241.0,Dhaka,BD,1637712000,72.2,1015.61,1.98,295.9,300.85,291.77,302.15,287.34
27,1185241.0,Dhaka,BD,1637798400,70.56,1015.54,1.92,296.02,300.83,291.83,302.15,287.4
28,1185241.0,Dhaka,BD,1637884800,71.61,1015.77,1.87,295.98,300.86,292.04,303.15,288.4
29,1185241.0,Dhaka,BD,1637971200,70.61,1015.67,2.01,296.02,301.2,291.92,304.15,287.43
0,1853908.0,Osaka,JP,1635465600,82.23,963.44,1.02,283.17,288.6,278.38,294.26,272.3
1,1853908.0,Osaka,JP,1635552000,74.81,959.13,1.14,281.38,288.56,275.41,293.71,268.98
2,1853908.0,Osaka,JP,1635638400,73.09,959.88,0.93,280.98,288.12,275.65,294.26,268.79
3,1853908.0,Osaka,JP,1635724800,76.94,958.14,0.9,281.37,288.29,275.93,297.04,269.91
4,1853908.0,Osaka,JP,1635811200,83.82,958.32,1.0,281.85,287.1,276.87,293.15,270.43
5,1853908.0,Osaka,JP,1635897600,76.07,956.31,1.09,281.12,287.81,275.27,292.87,269.13
6,1853908.0,Osaka,JP,1635984000,74.54,960.2,0.98,279.91,287.92,273.76,293.71,269.19
7,1853908.0,Osaka,JP,1636070400,76.32,960.32,0.89,280.47,288.13,274.03,291.48,267.81
8,1853908.0,Osaka,JP,1636156800,76.15,952.06,0.92,282.27,288.8,276.61,292.59,268.72
9,1853908.0,Osaka,JP,1636243200,83.37,961.75,1.04,283.12,288.58,278.58,291.48,272.91
10,1853908.0,Osaka,JP,1636329600,81.4,961.92,1.22,283.28,288.15,278.62,293.15,273.61
11,1853908.0,Osaka,JP,1636416000,81.15,955.73,1.05,281.72,287.17,276.65,292.04,267.08
12,1853908.0,Osaka,JP,1636502400,82.38,957.26,1.07,281.99,287.66,277.43,290.93,273.15
13,1853908.0,Osaka,JP,1636588800,84.1,955.14,1.09,280.14,286.6,274.66,292.04,267.49
14,1853908.0,Osaka,JP,1636675200,79.96,952.75,0.97,280.18,286.2,275.05,290.93,270.05
