,station_ID,country_code,region_name,region_code,nearest_city,city,district,state,postcode,last_signal
768,2229,USA,New York,"NY , USA",Shelton,San Francisco,,California,94111,15/11/21 14:35
769,2614,USA,Kingwood,"KI , USA",Anacortes,Baltimore,,Maryland,21202,15/11/21 14:35
770,3460,USA,"Everett, Washington","EW , USA",Friday Harbor,,,Washington,,15/11/21 14:35
771,2448,USA,Camden,"CA , USA",Chinatown,,,Connecticut,6825,15/11/21 14:35
772,3210,USA,Florida,"FL , USA",Baltimore,South San Francisco,,California,94083,15/11/21 14:35
773,3045,USA,New York,"NY , USA",Oak Bay,,,Alaska,99546,15/11/21 14:35
774,2296,USA,Seattle,"SE , USA",Bridgeport,,,Florida,33004,15/11/21 14:35
775,3069,USA,Dabob Bay,"DB , USA",Brisbane,,,Florida,33469,15/11/21 14:35
776,3455,USA,Los Angeles,"LA , USA",Dutch Harbor,,,New York,14172,15/11/21 14:35
777,3141,USA,Pensacola,"PE , USA",Dania Beach,Deltona,,Florida,32738,02/11/21 15:00
778,3261,USA,Mamaroneck,"MA , USA",Jupiter,,,New Jersey,7020,15/11/21 14:35
779,2149,USA,"Niceville, FL","NF , USA",Niagara Falls,Berkeley,,California,94704,15/11/21 14:35
780,2727,USA,Washingotn,"WA , USA",Deltona,,,Wisconsin,54814,15/11/21 14:35
781,2765,USA,Tampa,"TA , USA",Morningside Heights,Fort Lauderdale,,Florida,33301,15/11/21 14:35
782,3380,USA,Brielle,"BR , USA",Berkeley,New Orleans,,Louisiana,70131,15/11/21 14:35
783,3011,USA,"Belpre, Ohio","BO , USA",Washburn,,,California,93106,15/11/21 14:35
784,3454,USA,"Tennessee, Eva","TE , USA",Fort Lauderdale,Baltimore,,Maryland,21214,15/11/21 14:35
785,2726,USA,Seattle,"SE , USA",Terrytown,Jersey City,,New Jersey,7302,15/11/21 14:35
786,2390,USA,Shelton Washington,"SW , USA",Isla Vista,,,Mississippi,,15/11/21 14:35
787,2950,USA,"Anacortes, WA","AW , USA",Parkville,,,Michigan,49417,15/11/21 14:35
788,2343,USA,Friday Harbor,"FH , USA",Financial District,,,Tennessee,38365,15/11/21 14:35
789,3376,USA,San Francisco,"SF , USA",Vicksburg,,,Washington,98166,15/11/21 14:35
790,2666,USA,Baltimore,"BA , USA",Comstock Northwest,,,New York,13118,15/11/21 14:35
791,2722,USA,Salish Sea,"SS , USA",Olivet,,,Florida,32903,15/11/21 14:35
792,2014,USA,Fairfield,"FA , USA",Normandy Park,,,Florida,32086,15/11/21 14:35
793,2812,USA,San Francisco,"SF , USA",Cortland West,,,California,94965,15/11/21 14:35
794,2048,USA,"Adak, Alaska","AA , USA",Indialantic,Seattle,,Washington,98107,14/11/21 3:50
795,2277,USA,Dania Beach,"DB , USA",Saint Augustine Shores,,,Maryland,21012,15/11/21 14:35
796,2308,USA,"Jupiter, FL","JF , USA",Sausalito,Seattle,,Washington,98101,15/11/21 14:35
797,2932,USA,"New York,","NY , USA",Seattle,,,Georgia,31402,06/05/19 6:45
798,3309,USA,Florida,"FL , USA",Arnold,,,Virginia,22435,15/11/21 14:35
799,3133,USA,Edgewater,"ED , USA",Seattle,,,Delaware,19720,15/11/21 14:35
800,3253,USA,"Berkeley, California","BC , USA",Savannah,,,Texas,77573,19/10/21 20:30
801,2092,USA,Bayfield,"BA , USA",Lexington Park,,,Mississippi,39183,15/11/21 14:35
802,2990,USA,Fort Lauderdale,"FL , USA",New Castle,Seattle,,Washington,98101,15/11/21 14:35
803,2757,USA,New Orleans,"NO , USA",El Lago,,,Louisiana,70339,15/11/21 14:35
804,3307,USA,Santa Barbara,"SB , USA",Vicksburg,Vacaville,,California,95688,15/11/21 14:35
805,2756,USA,Baltimore,"BA , USA",Seattle,,,Florida,32580,15/11/21 14:35
806,2408,USA,"Jersey City,","JC , USA",Morgan City,Miami,,Florida,33132,15/11/21 14:35
807,2148,USA,Vicksburg,"VI , USA",Hartley,San Francisco,,California,94122-1515,09/11/21 6:00
808,3250,USA,"Grand Haven,","GH , USA",Valparaiso,,,California,92078,30/01/21 9:25
809,3369,USA,"Pickwick Dam,","PD , USA",Miami Beach,,,Florida,33037,15/11/21 14:35
810,2282,USA,Seattle,"SE , USA",Noe Valley,,,Florida,34221,15/11/21 14:35
811,2657,USA,Niles,"NI , USA",Lake San Marcos,,,Pennsylvania,16415,14/11/21 22:50
812,3367,USA,"Florida, Indialantic","FI , USA",Key Largo,,,Louisiana,,15/11/21 14:35
813,2550,USA,St. Augustine,"SA , USA",Palmetto,,,Michigan,48098,14/11/21 22:55
814,2806,USA,San Francisco,"SF , USA",Lawrence Park,Seattle,,Washington,98109,15/11/21 14:35
815,2057,USA,Seattle,"SE , USA",Groves,Fort Lauderdale,,Florida,33308,15/11/21 14:35
816,2529,USA,"Arnold, MD","AM , USA",West Bloomfield Township,,,California,90755,15/11/21 14:35
817,2035,USA,Seattle,"SE , USA",Seattle,,,New York,14063,15/11/21 14:35
818,2537,USA,"Savannah, Georgia","SG , USA",Lauderdale-by-the-Sea,,,Maryland,20723-6099,15/11/21 14:35
819,2466,USA,"Callao, VA","CV , USA",Signal Hill,Baton Rouge,,Louisiana,70808,15/11/21 14:35
820,2100,USA,New Castle,"NC , USA",Jamestown West,Pompano Beach,,Florida,33060,15/11/21 14:35
821,2047,USA,Galveston Bay,"GB , USA",Riverside,Memphis,,Tennessee,38127,15/11/21 14:35
822,3110,USA,Vicksburg,"VI , USA",Baton Rouge,,,Virginia,22180,15/11/21 14:35
823,2369,USA,Seattle,"SE , USA",Pompano Beach,,,Washington,98365,15/11/21 14:35
824,2802,USA,"Morgan City,","MC , USA",Memphis,,,Michigan,49779,15/11/21 14:35
825,2033,USA,Bodega Bay,"BB , USA",Woodburn,New Orleans,,Louisiana,70130,15/11/21 14:35
826,2906,USA,Valparaiso,"VA , USA",Port Ludlow,San Diego,,California,92147,14/11/21 13:45
827,2484,USA,Biscayne Bay,"BB , USA",Thessalon,Miami,,Florida,33132,15/11/21 14:35
828,2800,USA,San Francisco,"SF , USA",New Orleans,,,California,94965,15/11/21 14:35
829,2249,USA,San Diego,"SD , USA",Coronado,Seattle,,Washington,98107,15/11/21 14:35
830,2530,USA,"Key Largo,","KL , USA",Miami,Monterey,,California,93944,11/11/21 23:40
831,3235,USA,Palmetto,"PA , USA",Sausalito,,,Washington,,15/11/21 14:35
832,3413,USA,Fairview,"FA , USA",Seattle,Baltimore,,Maryland,21224,15/11/21 14:35
833,2650,USA,"Sabine Pass,","SP , USA",Monterey,,,Alaska,,15/11/21 14:35
834,2157,USA,Michigan,"MI , USA",Friday Harbor,San Francisco,,California,94118-1316,15/11/21 14:10
835,3101,USA,Seattle,"SE , USA",Baltimore,Towson,,Maryland,21204,01/01/70 0:00
836,2134,USA,"Fort Lauderdale,","FL , USA",Cordova,,,United States Virgin Islands,802,22/08/21 15:20
837,2797,USA,Signal Hill,"SH , USA",Noe Valley,,,California,94920,15/11/21 14:35
838,2646,USA,"Arkwright, NY","AN , USA",Towson,,,Maryland,21075:21090,15/11/21 14:35
839,2449,USA,Johns Hopkins,"JH , USA",Charlotte Amalie,,,North Carolina,28412,15/11/21 14:35
840,3231,USA,"Baton Rouge,","BR , USA",Belvedere,New York,,New York,11217,15/11/21 14:35
841,2305,USA,Chattanooga,"CH , USA",Elkridge,,,Washington,98110-5238,15/11/21 14:35
842,3098,USA,Orleans,"OR , USA",Sea Breeze,San Diego,,California,92093,15/11/21 14:35
843,2200,USA,"Vienna, VW","VV , USA",Financial District,Los Angeles,,California,90731,15/11/21 14:35
844,3230,USA,"Port Ludlow,","PL , USA",Bainbridge Island,,,Washington,98498,15/11/21 14:35
845,2383,USA,"Rogers City,","RC , USA",La Jolla,,,California,94501,15/11/21 14:20
846,2056,USA,New Orleans,"NO , USA",San Pedro,,,Alabama,,15/11/21 14:35
847,2639,USA,San Diego,"SD , USA",Lakewood,,,California,94941,15/11/21 14:35
848,2579,USA,Miami,"MI , USA",Oakland,New York,,New York,11201,15/11/21 14:35
849,2028,USA,At Sea,"AS , USA",Butler,San Francisco,,California,94123,15/11/21 14:35
850,2744,USA,Seattle,"SE , USA",Strawberry,,,New Jersey,8008,15/11/21 14:35
851,2187,USA,"Canada, Monterey","CM , USA",Financial District,,,Minnesota,55122,15/11/21 14:35
852,3487,USA,Friday Harbor,"FH , USA",Chinatown,San Francisco,,California,94123,15/11/21 14:35
853,2023,USA,"Baltimore, Maryland","BM , USA",Surf City,Cagliari - Casteddu,,Sardegna,9129,15/11/21 14:35
854,2692,USA,"Anchorage, Alaska","AA , USA",Elko New Market,Montevideo,,Montevideo,11800,10/11/21 2:55
855,2742,USA,San Francisco,"SF , USA",Chinatown,Hải Phòng,,,,15/11/21 14:35
856,3225,USA,Baltimore,"BA , USA",Cagliari,,,,756604,10/04/21 15:20
857,2436,USA,"Treehouse, Virgin","TV , USA",Montevideo,,,,,15/11/21 14:35
858,2426,USA,San Francisco,"SF , USA",Núi Đối,,,,,15/11/21 14:35
859,2247,USA,"Hanover, Maryland ","HM , USA",Quận Bốn,,,,,15/11/21 14:35
860,2016,USA,Carolina Beach,"CB , USA",,,,,,15/11/21 14:35
861,2272,USA,Brooklyn NY,"BN , USA",,,,,,15/11/21 14:35
862,3092,USA,Bainbridge Island,"BI , USA",,,,,,15/11/21 14:35
863,3479,USA,San Diego,"SD , USA",,,,,,15/11/21 14:35
864,2597,USA,San Pedro,"SP , USA",,,,,,15/11/21 14:35
865,3223,USA,Lakewood,"LA , USA",,,,,,15/11/21 14:35
866,2036,USA,"Alameda, CA","AC , USA",,,,,,08/10/21 6:25
867,2685,USA,Alabama,"AL , USA",,,,,,16/10/21 4:05
868,3221,USA,"Mill Valley,","MV , USA",,,,,,15/11/21 14:35
869,3001,USA,Brooklyn,"BR , USA",,,,,,15/11/21 14:35
870,2161,USA,San Francisco,"SF , USA",,,,,,15/11/21 14:35
871,2235,USA,Harvey Cedars,"HC , USA",,,,,,15/11/21 14:35
872,3157,USA,Minnesota,"MI , USA",,,,,,12/11/21 19:50
873,3342,USA,San Francisco,"SF , USA",,,,,,15/11/21 14:35
881,2656,unknown,Cagliari,"CA , unknown",,,,,,15/11/21 14:35
884,2389,URY,Montevideo,"MO , URY",,,,,,15/11/21 14:35
885,3314,VNM,Hanoi,"HA , VNM",,,,,,05/05/21 12:00
886,2040,VNM,HCMC,"HC , VNM",,,,,,15/11/21 14:35
