,id,humidity,pressure,wind_speed,temp.average,temp.average_max,temp.average_min,temp.record_max,temp.record_min
56,9330894.0,54.81,1013.93,2.15,292.56,299.25,285.53,302.15,281.63
57,9417294.0,58.42,1015.38,1.94,292.37,299.03,285.93,302.15,283.15
58,9503694.0,64.82,1014.85,2.18,292.03,298.97,286.47,302.15,284.15
59,9590094.0,63.91,1015.36,2.32,291.62,298.13,286.17,302.15,283.15
60,7607436.0,64.84,1022.26,3.05,290.01,293.93,286.87,298.3,281.39
61,7693836.0,64.79,1023.26,3.97,289.71,293.4,286.41,297.28,282.62
62,7780236.0,67.41,1022.36,3.75,289.41,292.78,286.0,295.68,281.81
63,7866636.0,70.14,1020.51,3.09,290.23,293.94,286.86,297.15,282.15
64,7953036.0,69.52,1019.6,3.3,291.48,294.54,288.55,298.09,281.15
65,8039436.0,69.32,1021.1,4.04,290.67,294.93,286.7,300.15,281.15
66,8125836.0,67.56,1023.45,4.24,288.23,291.13,285.59,296.96,282.67
67,8212236.0,66.93,1022.72,3.44,288.8,292.04,285.56,301.04,281.58
68,8298636.0,65.2,1021.89,3.78,288.76,291.77,285.53,295.83,280.15
69,8385036.0,63.19,1021.66,3.92,289.01,292.27,285.84,296.98,282.62
70,8471436.0,65.05,1021.08,3.81,288.73,291.41,286.03,295.62,279.56
71,8557836.0,66.74,1021.39,3.42,288.37,291.86,284.73,295.17,276.73
72,8644236.0,64.38,1021.88,3.28,288.13,291.47,284.7,293.84,279.54
73,8730636.0,68.03,1022.11,3.53,288.75,292.07,284.95,295.29,280.41
74,8817036.0,75.56,1019.37,4.02,289.05,291.41,286.53,298.36,281.95
75,8903436.0,76.48,1019.68,4.84,288.75,292.01,284.89,299.83,278.15
76,8989836.0,69.51,1022.38,4.42,286.34,289.83,282.89,301.13,277.15
77,9076236.0,69.24,1023.54,3.13,286.36,289.65,282.98,295.15,278.61
78,9162636.0,71.9,1022.88,3.44,287.26,290.16,284.69,293.26,280.67
79,9249036.0,79.94,1021.08,3.73,288.74,290.71,286.18,295.15,282.67
80,9335436.0,80.38,1023.07,4.35,287.31,290.03,284.77,295.18,278.68
81,9421836.0,78.63,1022.78,4.33,286.96,289.79,284.43,295.62,275.2
82,9508236.0,77.38,1022.99,4.77,285.26,289.37,281.21,295.69,275.68
83,9594636.0,74.78,1023.53,4.0,284.28,286.94,281.28,292.63,274.52
84,9681036.0,74.47,1023.85,4.06,283.88,287.54,280.74,293.15,271.68
85,9767436.0,69.58,1025.44,4.27,283.65,287.19,280.0,293.15,273.68
86,9853836.0,66.1,1026.24,3.63,283.9,287.09,281.09,292.72,274.61
87,9940236.0,72.0,1025.52,3.35,284.87,287.55,281.9,292.62,274.02
88,10026636.0,72.93,1024.45,4.23,284.99,288.27,282.12,293.15,278.86
89,10113036.0,68.05,1026.28,4.29,284.33,287.58,281.33,294.62,272.39
90,9341797.0,64.0,1023.15,2.87,288.21,294.52,282.97,300.56,277.55
91,9428197.0,62.62,1024.86,2.52,287.54,294.95,281.18,299.26,276.63
92,9514597.0,62.48,1023.8,2.59,288.01,295.58,281.44,298.58,277.15
93,9600997.0,62.81,1020.48,2.46,287.64,295.81,280.88,299.36,273.91
94,9687397.0,59.81,1003.67,2.39,288.17,296.37,281.05,300.62,277.55
95,9773797.0,58.44,1025.05,2.9,288.81,296.24,281.61,299.84,277.2
96,9860197.0,54.75,1025.05,2.85,288.75,296.45,281.11,300.13,277.51
97,9946597.0,59.8,1025.12,2.57,288.47,296.0,281.49,298.63,277.2
98,10032997.0,63.01,1025.36,2.46,288.66,296.31,281.85,299.23,279.24
99,10119397.0,59.71,1024.88,2.49,288.84,296.36,281.94,299.15,278.71
100,10205797.0,60.39,1011.69,2.71,288.74,295.79,282.62,299.15,279.95
101,10292197.0,60.53,1025.98,3.27,287.88,294.23,282.16,299.15,277.42
102,10378597.0,63.12,1021.97,3.0,286.94,294.27,280.59,299.15,277.14
103,10464997.0,62.76,1023.11,2.76,287.75,294.84,281.52,298.15,278.18
104,10551397.0,61.36,994.07,2.87,287.41,295.39,280.55,298.93,275.64
105,10637797.0,60.1,1004.63,2.48,287.61,295.52,279.89,299.15,276.38
106,10724197.0,57.75,1007.47,2.53,287.13,294.78,280.02,298.15,275.71
107,10810597.0,61.63,1008.84,2.55,287.2,295.35,280.34,297.98,271.92
108,10896997.0,60.79,1019.14,2.69,287.4,295.13,280.87,298.12,277.31
109,10983397.0,60.89,1014.14,2.56,287.72,295.83,280.71,298.27,277.42
110,11069797.0,59.86,1008.47,2.46,287.52,295.56,280.52,297.96,277.75
111,11156197.0,58.85,1010.58,2.45,287.19,295.44,279.7,298.25,275.43
112,11242597.0,57.36,1014.62,2.23,287.26,295.48,279.52,298.15,274.08
113,11328997.0,54.46,1019.7,2.4,287.64,296.18,279.83,298.42,274.67
114,11415397.0,55.78,1020.89,2.45,287.58,295.61,280.0,298.26,274.15
115,11501797.0,55.4,1026.03,2.26,286.8,295.69,278.45,299.15,269.48
116,11588197.0,50.81,1022.78,2.44,287.14,296.35,277.97,299.2,271.02
117,11674597.0,51.88,1025.31,2.6,287.41,295.61,279.22,298.74,273.97
118,11760997.0,59.35,1008.74,2.67,287.22,296.23,279.54,299.17,273.89
119,11847397.0,54.07,1024.41,2.66,287.72,296.71,279.09,299.51,273.25
120,6171830.0,58.88,1015.91,3.67,294.6,299.98,289.84,304.48,285.15
121,6258230.0,60.98,1015.9,3.42,294.33,299.52,289.42,303.15,283.32
122,6344630.0,61.63,1016.11,3.35,294.07,299.17,289.49,303.15,284.2
123,6431030.0,63.3,1016.26,3.48,293.59,298.55,288.92,303.93,282.27
124,6517430.0,62.91,1016.12,3.36,294.14,298.78,288.93,301.03,282.36
125,6603830.0,60.84,1015.83,3.5,294.14,298.75,289.55,302.65,282.71
126,6690230.0,62.71,1016.26,3.21,293.76,298.54,289.33,301.34,284.65
127,6776630.0,64.14,1015.97,3.21,293.58,298.41,289.03,302.09,284.01
128,6863030.0,64.66,1016.13,3.43,293.62,298.35,289.33,302.09,283.78
129,6949430.0,63.62,1016.88,3.41,293.37,297.92,288.68,302.1,278.15
130,7035830.0,61.97,1016.68,3.65,293.47,298.51,288.66,304.97,280.51
131,7122230.0,61.02,1015.97,3.57,293.18,298.42,288.08,304.97,280.49
132,7208630.0,59.34,1015.18,3.66,293.41,298.72,288.51,304.97,281.78
133,7295030.0,64.0,1015.7,3.19,292.6,297.28,287.9,300.15,282.13
134,7381430.0,64.71,1015.75,3.6,292.58,296.86,287.69,300.15,282.39
135,7467830.0,64.69,1016.26,3.53,292.67,297.47,287.99,299.15,282.2
136,7554230.0,60.62,1015.78,3.33,292.74,297.86,287.56,299.97,282.84
137,7640630.0,59.43,1016.21,2.84,292.43,297.92,286.74,300.0,280.87
138,7727030.0,62.44,1016.47,3.2,291.66,296.8,286.6,300.15,281.11
139,7813430.0,62.24,1016.13,3.22,291.21,295.95,286.79,300.15,278.95
140,7899830.0,56.21,1016.13,2.8,291.16,295.87,286.38,301.15,276.95
141,7986230.0,63.2,1016.69,3.28,290.67,294.98,286.68,297.15,278.93
142,8072630.0,63.94,1016.94,3.41,289.77,294.48,285.72,298.15,274.15
143,8159030.0,57.98,1015.67,3.32,290.53,295.52,285.79,303.15,276.76
144,8245430.0,53.81,1015.42,3.89,291.06,296.73,286.69,306.05,276.32
145,8331830.0,55.26,1017.16,2.79,290.6,296.63,286.14,303.95,276.02
146,8418230.0,59.13,1018.25,2.85,290.57,295.51,285.72,298.15,276.67
147,8504630.0,58.04,1018.44,3.14,290.41,295.47,285.65,298.15,280.32
148,8591030.0,57.66,1017.22,3.84,290.22,294.9,285.45,296.15,278.7
149,8677430.0,59.07,1017.38,3.69,290.37,295.88,285.39,300.15,279.26
150,7086539.0,62.5,1014.36,3.62,302.76,306.57,299.79,309.71,296.61
151,7172939.0,66.25,1014.86,3.61,302.74,306.33,299.97,309.66,298.15
152,7259339.0,68.68,1014.77,3.41,302.55,305.98,299.28,309.15,295.15
153,7345739.0,67.33,1014.73,3.5,302.42,305.88,299.17,308.27,296.15
154,7432139.0,69.65,1014.84,3.33,302.02,306.21,298.72,309.48,294.15
155,7518539.0,69.36,1014.83,3.63,301.62,305.33,298.45,308.65,295.15
156,7604939.0,67.82,1014.63,3.52,301.56,305.45,298.02,308.84,292.15
157,7691339.0,67.9,1014.57,3.36,301.68,305.51,298.2,309.48,294.15
158,7777739.0,68.81,1014.35,3.25,301.29,305.63,297.69,309.4,294.15
159,7864139.0,67.17,1014.51,3.15,301.16,305.55,297.36,308.66,293.15
160,7950539.0,65.86,1014.47,3.04,301.13,305.28,297.26,308.15,293.15
161,8036939.0,70.29,1014.58,3.01,301.05,305.12,297.84,308.15,296.06
162,8123339.0,71.56,1014.41,3.1,300.98,304.74,297.8,308.15,296.15
163,8209739.0,70.8,1014.28,2.96,301.34,304.78,297.99,308.4,295.15
164,8296139.0,69.2,1014.26,3.24,301.57,305.6,298.5,308.51,296.15
165,8382539.0,66.4,1014.15,3.39,301.64,305.38,298.29,308.15,294.59
166,8468939.0,68.24,1015.05,3.18,301.1,304.73,298.25,307.15,294.59
167,8555339.0,69.25,1015.49,3.38,301.16,304.88,298.07,308.16,293.89
168,8641739.0,68.48,1014.46,2.94,301.05,304.98,298.12,309.06,293.75
169,8728139.0,68.33,1014.7,3.06,301.13,304.92,297.71,308.16,293.15
170,8814539.0,69.3,1014.94,3.16,301.07,305.27,297.84,309.15,294.51
171,8900939.0,67.87,1015.28,3.13,300.73,304.68,297.67,308.65,294.63
172,8987339.0,67.14,1015.16,3.08,300.95,304.68,297.74,308.15,295.15
173,9073739.0,68.26,1014.99,3.1,300.9,304.46,297.63,308.16,295.15
174,9160139.0,67.84,1014.93,3.27,300.95,305.23,297.77,309.16,294.15
175,9246539.0,65.0,1015.02,3.43,300.87,305.04,297.49,309.16,293.15
176,9332939.0,67.4,1014.62,3.08,300.65,304.8,297.46,308.65,294.15
177,9419339.0,68.98,1015.04,2.94,300.43,304.44,297.18,308.65,293.15
178,9505739.0,67.81,1015.18,3.04,300.6,304.52,297.21,308.81,293.1
179,9592139.0,68.88,1014.87,3.2,300.62,304.53,297.39,308.66,292.91
180,7627870.0,58.39,1022.09,2.45,282.14,288.83,276.72,293.15,271.15
181,7714270.0,66.88,1022.83,1.93,280.88,288.19,274.58,291.15,270.15
182,7800670.0,72.9,1020.19,2.32,280.61,287.11,275.1,289.88,271.15
183,7887070.0,66.91,1021.35,2.9,280.73,287.06,275.37,291.15,272.15
184,7973470.0,64.99,1022.96,2.75,280.15,285.09,275.5,291.75,268.67
185,8059870.0,54.8,1025.13,3.05,280.61,286.96,274.87,293.15,267.26
186,8146270.0,58.16,1023.84,2.07,280.35,286.85,274.51,290.47,266.78
187,8232670.0,62.33,1022.69,2.31,281.32,286.33,275.7,289.81,268.35
188,8319070.0,56.87,1022.32,2.69,281.14,286.39,276.44,290.57,271.15
189,8405470.0,61.66,1021.54,2.48,280.5,285.28,276.36,292.56,270.15
190,8491870.0,58.9,1021.46,2.66,280.64,285.84,276.17,294.38,270.57
191,8578270.0,57.42,1021.32,3.2,279.79,284.77,274.77,290.44,266.77
192,8664670.0,55.11,1021.09,2.79,278.8,284.06,272.89,292.34,266.15
193,8751070.0,57.73,1022.95,1.92,279.07,284.63,273.69,290.45,268.15
194,8837470.0,59.62,1021.75,2.34,278.38,283.49,274.04,288.49,268.15
195,8923870.0,56.11,1023.66,3.43,277.91,282.98,272.7,288.97,266.89
196,9010270.0,56.94,1021.69,2.92,277.27,282.45,272.22,289.82,265.15
197,9096670.0,58.06,1022.11,2.3,276.76,282.78,271.41,292.04,265.15
198,9183070.0,59.03,1024.75,2.1,276.38,282.78,271.32,290.53,266.15
199,9269470.0,57.19,1026.59,3.0,275.34,280.71,269.42,286.15,266.15
200,9355870.0,53.37,1027.15,2.58,274.97,280.12,269.82,286.15,264.15
201,9442270.0,47.89,1026.58,3.18,275.23,280.69,269.93,289.15,265.15
202,9528670.0,49.9,1026.29,2.95,273.82,279.41,267.68,284.15,261.19
203,9615070.0,53.3,1023.98,2.76,274.42,280.57,269.03,289.82,261.67
204,9701470.0,46.7,1024.73,3.03,275.05,280.29,269.64,288.71,260.89
205,9787870.0,46.8,1027.54,2.91,274.3,279.86,269.3,289.82,266.15
206,9874270.0,50.58,1026.78,2.68,274.05,279.7,268.53,289.82,259.33
207,9960670.0,58.71,1027.45,2.1,274.38,279.03,269.06,289.12,263.36
208,10047070.0,55.77,1026.73,3.03,274.02,278.99,269.41,285.95,263.15
209,10133470.0,53.92,1027.67,2.55,273.22,278.07,267.87,286.5,256.51
210,6996441.0,70.66,1013.43,1.86,299.52,304.11,295.65,306.15,291.67
211,7082841.0,73.01,1013.56,1.84,299.31,304.01,295.5,306.15,291.89
212,7169241.0,74.44,1013.28,2.06,298.68,302.93,295.04,306.15,290.34
213,7255641.0,76.93,1012.81,2.0,298.28,302.48,294.3,305.15,290.36
214,7342041.0,76.15,1013.25,2.08,298.44,302.95,294.63,306.15,292.26
215,7428441.0,75.3,1014.45,2.01,298.56,302.91,294.92,305.43,289.95
216,7514841.0,73.97,1014.88,2.0,298.62,302.67,294.78,306.17,289.55
217,7601241.0,75.73,1014.43,1.96,298.01,302.13,294.05,304.15,288.64
218,7687641.0,72.57,1014.07,2.1,297.8,301.71,294.4,305.15,291.55
219,7774041.0,71.71,1014.63,1.86,298.0,302.63,294.15,305.15,291.13
220,7860441.0,71.79,1015.14,1.92,298.12,302.36,294.27,304.15,290.65
221,7946841.0,70.48,1014.89,1.86,298.25,302.79,294.42,305.15,290.45
222,8033241.0,71.02,1014.66,1.96,298.1,302.47,294.24,305.15,289.95
223,8119641.0,72.61,1014.76,2.05,297.56,302.04,293.93,306.15,290.0
224,8206041.0,73.52,1014.6,1.84,297.72,302.05,294.49,305.15,290.95
225,8292441.0,72.56,1014.88,1.89,297.8,302.02,294.41,304.15,288.68
226,8378841.0,73.4,1015.96,1.77,297.16,301.76,292.68,304.15,287.7
227,8465241.0,73.24,1016.07,1.87,297.26,301.88,293.25,304.15,287.7
228,8551641.0,72.14,1015.35,1.95,297.14,301.89,293.35,304.15,288.02
229,8638041.0,72.38,1015.15,2.15,296.63,301.37,292.53,303.15,287.78
230,8724441.0,69.64,1015.53,2.24,296.04,301.13,291.73,302.23,286.37
231,8810841.0,71.4,1015.55,2.02,295.79,300.96,291.54,303.15,287.05
232,8897241.0,72.2,1015.61,1.98,295.9,300.85,291.77,302.15,287.34
233,8983641.0,70.56,1015.54,1.92,296.02,300.83,291.83,302.15,287.4
234,9070041.0,71.61,1015.77,1.87,295.98,300.86,292.04,303.15,288.4
235,9156441.0,70.61,1015.67,2.01,296.02,301.2,291.92,304.15,287.43
236,9242841.0,71.06,1016.41,1.91,295.73,300.88,291.01,304.15,286.11
237,9329241.0,71.89,1016.55,1.98,295.8,301.01,291.52,303.15,287.5
238,9415641.0,71.02,1016.18,1.99,295.96,301.14,292.09,304.15,287.08
239,9502041.0,72.44,1015.98,1.79,295.85,300.87,292.09,303.15,287.72
240,7665108.0,82.76,960.58,1.02,282.19,287.71,277.65,293.16,270.43
241,7751508.0,76.07,956.31,1.09,281.12,287.81,275.27,292.87,269.13
242,7837908.0,74.54,960.2,0.98,279.91,287.92,273.76,293.71,269.19
243,7924308.0,76.32,960.32,0.89,280.47,288.13,274.03,291.48,267.81
244,8010708.0,76.15,952.06,0.92,282.27,288.8,276.61,292.59,268.72
245,8097108.0,83.37,961.75,1.04,283.12,288.58,278.58,291.48,272.91
246,8183508.0,81.4,961.92,1.22,283.28,288.15,278.62,293.15,273.61
247,8269908.0,81.15,955.73,1.05,281.72,287.17,276.65,292.04,267.08
248,8356308.0,82.38,957.26,1.07,281.99,287.66,277.43,290.93,273.15
249,8442708.0,84.1,955.14,1.09,280.14,286.6,274.66,292.04,267.49
250,8529108.0,79.96,952.75,0.97,280.18,286.2,275.05,290.93,270.05
251,8615508.0,79.99,958.8,1.31,281.07,286.78,275.92,292.04,270.7
252,8701908.0,83.49,954.31,1.11,280.62,285.0,275.72,294.26,271.52
253,8788308.0,79.41,958.46,1.12,279.18,285.93,274.25,290.38,267.6
254,8874708.0,78.79,944.55,1.14,278.35,285.4,272.49,293.54,263.36
255,8961108.0,76.72,950.76,0.92,279.74,286.23,274.58,293.15,268.21
256,9047508.0,84.23,946.64,1.25,281.66,286.11,277.72,295.37,265.95
257,9133908.0,82.77,946.48,1.07,280.4,286.03,275.66,294.82,263.09
258,9220308.0,79.13,949.39,1.17,279.83,285.16,274.79,290.93,267.7
259,9306708.0,76.28,952.58,0.98,279.89,285.8,275.31,290.93,262.81
260,9393108.0,85.73,945.65,1.01,280.23,284.95,275.92,289.26,268.11
261,9479508.0,80.87,948.58,1.12,280.22,286.19,275.49,292.71,265.44
262,9565908.0,83.49,947.66,0.87,279.57,284.12,275.8,293.01,264.9
263,9652308.0,79.8,947.86,0.91,278.86,284.43,273.92,293.64,263.61
264,9738708.0,81.5,946.22,0.98,279.84,284.36,275.74,290.93,269.29
265,9825108.0,82.0,946.19,1.17,279.96,285.15,275.58,289.26,265.67
266,9911508.0,77.26,948.75,1.08,278.06,284.17,272.74,287.34,264.64
267,9997908.0,78.73,953.65,0.93,276.79,283.75,270.66,287.21,265.95
268,10084308.0,77.77,952.77,1.05,276.68,283.98,271.45,287.04,265.29
269,10170708.0,77.22,958.29,1.33,277.15,283.88,271.22,286.58,265.58
270,10939781.0,65.65,1013.94,4.01,284.78,288.48,281.55,295.54,274.81
271,11026181.0,61.33,1014.99,4.08,284.71,290.08,280.89,296.07,276.4
272,11112581.0,54.13,1024.64,3.52,283.02,288.21,278.86,293.69,273.85
273,11198981.0,69.28,1025.25,3.25,284.13,288.72,280.62,294.4,276.52
274,11285381.0,73.19,1017.72,3.31,285.4,288.84,282.74,295.9,276.69
275,11371781.0,62.23,1018.62,4.01,283.74,288.12,279.6,297.08,270.84
276,11458181.0,57.89,1020.54,4.2,281.01,285.59,277.1,296.68,272.69
277,11544581.0,61.58,1021.16,3.44,280.58,285.43,276.47,297.31,267.86
278,11630981.0,60.4,1017.86,4.07,281.93,287.05,277.59,296.45,271.73
279,11717381.0,61.6,1019.52,4.02,281.8,286.58,278.12,294.42,268.3
280,11803781.0,65.35,1016.78,3.37,281.73,286.32,277.13,292.21,270.31
281,11890181.0,62.04,1020.49,4.15,279.44,283.56,276.32,292.31,267.35
282,11976581.0,54.64,1021.04,4.28,278.8,283.42,275.19,289.9,267.53
283,12062981.0,55.74,1024.01,3.66,278.36,283.33,274.58,289.5,269.69
284,12149381.0,59.88,1013.08,4.2,280.29,284.76,276.34,291.14,270.21
285,12235781.0,63.49,1019.3,3.77,279.95,283.81,276.75,289.42,271.36
286,12322181.0,64.2,1020.2,4.22,279.08,284.26,275.33,291.9,270.28
287,12408581.0,67.53,1019.62,4.79,279.73,284.22,276.57,289.82,266.92
288,12494981.0,61.56,1016.21,4.53,279.29,283.58,276.14,289.98,270.77
289,12581381.0,54.01,1017.17,4.39,278.28,282.94,274.49,290.88,268.61
290,12667781.0,58.42,1017.06,4.33,278.8,282.73,275.96,286.37,266.04
291,12754181.0,55.56,1016.84,3.81,277.59,282.27,273.57,287.83,262.85
292,12840581.0,61.97,1014.15,3.36,277.42,282.8,273.53,293.79,267.15
293,12926981.0,61.0,1016.02,4.02,279.85,284.61,275.72,291.14,265.25
294,13013381.0,66.1,1016.98,3.95,280.08,284.38,276.43,290.95,273.59
295,13099781.0,71.06,1013.66,4.26,280.23,284.9,276.85,290.98,274.29
296,13186181.0,60.79,1016.92,4.55,278.82,282.18,275.59,288.51,270.9
297,13272581.0,61.29,1021.47,4.14,278.26,282.13,275.15,290.65,267.69
298,13358981.0,64.15,1019.02,3.74,278.19,282.23,274.57,290.19,268.09
299,13445381.0,69.52,1017.09,3.53,279.61,283.47,276.5,290.27,271.0
300,6986072.0,45.01,1013.56,2.81,299.39,306.26,292.86,308.15,290.15
301,7072472.0,43.99,1013.72,2.81,299.11,306.13,292.53,308.15,288.15
302,7158872.0,50.15,1013.33,2.81,299.15,305.8,291.97,308.15,286.86
303,7245272.0,52.97,1012.94,2.63,298.99,305.91,291.7,309.15,284.98
304,7331672.0,49.31,1013.13,2.88,298.85,305.46,292.62,308.15,290.15
305,7418072.0,47.78,1013.92,2.63,298.27,305.12,291.54,307.15,290.15
306,7504472.0,49.88,1014.6,3.17,297.65,304.39,291.33,307.15,289.15
307,7590872.0,51.71,1014.36,3.12,297.84,304.6,291.24,307.15,286.68
308,7677272.0,50.07,1014.13,2.81,297.85,304.57,291.24,306.15,289.15
309,7763672.0,49.9,1013.76,2.41,297.96,305.18,291.09,307.15,288.15
310,7850072.0,47.67,1013.81,2.74,297.94,304.36,291.71,306.15,290.15
311,7936472.0,50.82,1013.78,2.85,297.86,304.17,291.96,306.15,290.15
312,8022872.0,45.02,1013.59,2.84,297.4,304.16,290.78,306.15,283.76
313,8109272.0,46.26,1014.22,2.74,296.62,303.38,290.26,306.15,287.96
314,8195672.0,44.44,1015.12,3.44,296.68,303.59,289.92,306.15,284.65
315,8282072.0,44.63,1015.23,3.71,296.83,303.87,290.8,309.15,288.06
316,8368472.0,50.57,1014.81,2.67,296.21,303.41,289.25,306.33,287.15
317,8454872.0,49.78,1014.49,2.69,296.49,304.05,289.27,308.15,283.97
318,8541272.0,46.44,1014.59,3.07,296.45,303.52,289.68,306.15,285.15
319,8627672.0,46.45,1014.1,2.75,296.15,303.68,288.97,306.15,283.43
320,8714072.0,44.39,1014.33,2.7,295.91,303.61,288.84,307.15,285.15
321,8800472.0,46.03,1014.79,3.02,296.02,303.24,289.03,305.15,285.15
322,8886872.0,47.34,1015.1,3.6,296.22,302.87,289.5,305.15,284.15
323,8973272.0,50.59,1014.99,2.71,295.73,302.96,289.45,305.15,288.15
324,9059672.0,46.94,1015.22,3.06,295.53,302.75,289.15,306.15,287.4
325,9146072.0,49.34,1015.16,2.76,295.49,302.77,289.1,306.15,286.4
326,9232472.0,48.79,1015.28,2.77,295.24,302.71,288.58,305.15,287.15
327,9318872.0,46.77,1015.75,3.62,295.79,302.71,288.53,306.15,284.15
328,9405272.0,44.39,1015.85,2.94,295.3,303.39,287.9,305.15,283.15
329,9491672.0,43.88,1015.59,2.84,294.84,302.84,287.13,306.15,285.15
330,9247110.0,71.94,1012.2,5.26,290.79,293.73,287.57,299.58,281.56
331,9333510.0,69.64,1013.64,4.16,291.69,296.49,286.91,300.66,284.11
332,9419910.0,65.93,1012.84,4.11,292.53,296.69,288.14,303.6,282.67
333,9506310.0,63.64,1015.68,3.74,292.83,297.88,287.82,304.47,281.21
334,9592710.0,63.58,1015.08,3.85,294.64,299.65,289.66,304.89,282.15
335,9679110.0,66.14,1016.32,4.02,294.44,299.15,289.88,304.51,286.45
336,9765510.0,67.79,1015.2,4.55,294.37,298.8,290.38,305.73,287.51
337,9851910.0,66.11,1011.98,4.36,295.36,300.18,291.45,307.15,288.09
338,9938310.0,67.25,1011.43,4.87,294.58,300.16,289.88,303.48,285.63
