,aug_id,gdacs:eventid,sample_frequency,title,description,units,source_abbr,link,domain,subdomain,tags,gdacs:country,gdacs:iso3,timestamps,lonlat,fromdate,region_name,region_code,location,state,country,city,locality,nieghbourhood
80,GDACS_1307893,1307893,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:120.09km) in Afghanistan 28/01/2022 16:49 UTC, 790000 people within 100km.","On 1/28/2022 4:49:10 PM, an earthquake occurred in Afghanistan potentially affecting 790000 people within 100km. The earthquake had Magnitude 4.5M, Depth:120.09km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307893,gdacs.org,www,"['EQ', 'Green']",Afghanistan,AFG,"['Fri, 28 Jan 2022 16:49:10 GMT', 'Fri, 28 Jan 2022 16:49:10 GMT']","['36.0855', '70.4709']","Fri, 28 Jan 2022 16:49:10 GMT",South Asia,SAS,"Yamak, Badakhshan, Afghanistan",Badakhshan,Afghanistan,Yamak,,
81,GDACS_1307886,1307886,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:10km) in Antarctica 28/01/2022 13:46 UTC, No people within 100km.","On 1/28/2022 1:46:29 PM, an earthquake occurred in Antarctica potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307886,gdacs.org,www,"['EQ', 'Green']",Antarctica,ATA,"['Fri, 28 Jan 2022 13:46:29 GMT', 'Fri, 28 Jan 2022 13:46:29 GMT']","['-61.4438', '-37.0094']","Fri, 28 Jan 2022 13:46:29 GMT",,,,,,,,
82,GDACS_1307864,1307864,7 days,"Green earthquake alert (Magnitude 5.2M, Depth:131.49km) in Chile 28/01/2022 13:43 UTC, 240000 people within 100km.","On 1/28/2022 1:43:26 PM, an earthquake occurred in Chile potentially affecting 240000 people within 100km. The earthquake had Magnitude 5.2M, Depth:131.49km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307864,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,"['Fri, 28 Jan 2022 13:43:26 GMT', 'Fri, 28 Jan 2022 13:43:26 GMT']","['-18.7824', '-69.6263']","Fri, 28 Jan 2022 13:43:26 GMT",Latin America & Caribbean,LCN,"Guatanave, Arica y Parinacota, Chile",Arica y Parinacota,Chile,Guatanave,,
83,GDACS_1307863,1307863,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:547.13km) in Fiji 28/01/2022 13:02 UTC, No people within 100km.","On 1/28/2022 1:02:58 PM, an earthquake occurred in Fiji potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:547.13km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307863,gdacs.org,www,"['EQ', 'Green']",Fiji,FJI,"['Fri, 28 Jan 2022 13:02:58 GMT', 'Fri, 28 Jan 2022 13:02:58 GMT']","['-17.7352', '-177.1923']","Fri, 28 Jan 2022 13:02:58 GMT",East Asia & Pacific,EAS,,,,,,
84,GDACS_1307849,1307849,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Indonesia 28/01/2022 11:20 UTC, No people within 100km.","On 1/28/2022 11:20:37 AM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307849,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Fri, 28 Jan 2022 11:20:37 GMT', 'Fri, 28 Jan 2022 11:20:37 GMT']","['-12.0752', '112.8863']","Fri, 28 Jan 2022 11:20:37 GMT",East Asia & Pacific,EAS,,,,,,
85,GDACS_1307844,1307844,7 days,"Green earthquake alert (Magnitude 6.1M, Depth:10km) in Panama 28/01/2022 11:14 UTC, No people within 100km.","On 1/28/2022 11:14:09 AM, an earthquake occurred in Panama potentially affecting No people within 100km. The earthquake had Magnitude 6.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307844,gdacs.org,www,"['EQ', 'Green']",Panama,PAN,"['Fri, 28 Jan 2022 11:14:09 GMT', 'Fri, 28 Jan 2022 11:14:09 GMT']","['5.4909', '-82.5881']","Fri, 28 Jan 2022 11:14:09 GMT",Latin America & Caribbean,LCN,,,,,,
86,GDACS_1307831,1307831,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:511.51km) in South Of Fiji Islands 28/01/2022 08:03 UTC, No people within 100km.","On 1/28/2022 8:03:28 AM, an earthquake occurred in South Of Fiji Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:511.51km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307831,gdacs.org,www,"['EQ', 'Green']",South Of Fiji Islands,,"['Fri, 28 Jan 2022 08:03:28 GMT', 'Fri, 28 Jan 2022 08:03:28 GMT']","['-24.7241', '179.7909']","Fri, 28 Jan 2022 08:03:28 GMT",,,,,,,,
87,GDACS_1307825,1307825,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:132.68km) in South Georgia and the South Sandwich Islands 28/01/2022 07:03 UTC, No people within 100km.","On 1/28/2022 7:03:20 AM, an earthquake occurred in South Georgia and the South Sandwich Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:132.68km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307825,gdacs.org,www,"['EQ', 'Green']",South Georgia and the South Sandwich Islands,SGS,"['Fri, 28 Jan 2022 07:03:20 GMT', 'Fri, 28 Jan 2022 07:03:20 GMT']","['-56.8013', '-26.9915']","Fri, 28 Jan 2022 07:03:20 GMT",,,,,,,,
88,GDACS_1307824,1307824,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:641.93km) in Fiji 28/01/2022 06:57 UTC, About 300 people within 100km.","On 1/28/2022 6:57:31 AM, an earthquake occurred in Fiji potentially affecting About 300 people within 100km. The earthquake had Magnitude 4.8M, Depth:641.93km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307824,gdacs.org,www,"['EQ', 'Green']",Fiji,FJI,"['Fri, 28 Jan 2022 06:57:31 GMT', 'Fri, 28 Jan 2022 06:57:31 GMT']","['-18.1204', '-177.789']","Fri, 28 Jan 2022 06:57:31 GMT",East Asia & Pacific,EAS,,,,,,
89,GDACS_1307822,1307822,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:72.15km) in Indonesia 28/01/2022 06:54 UTC, 210000 people within 100km.","On 1/28/2022 6:54:00 AM, an earthquake occurred in Indonesia potentially affecting 210000 people within 100km. The earthquake had Magnitude 4.9M, Depth:72.15km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307822,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Fri, 28 Jan 2022 06:54:00 GMT', 'Fri, 28 Jan 2022 06:54:00 GMT']","['-0.1631', '124.4014']","Fri, 28 Jan 2022 06:54:00 GMT",East Asia & Pacific,EAS,"Dusun Empat Mataindo, North Sulawesi, Indonesia",North Sulawesi,Indonesia,Dusun Empat Mataindo,,
90,GDACS_1307814,1307814,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:130.91km) in Chile 28/01/2022 05:20 UTC, About 9000 people within 100km.","On 1/28/2022 5:20:37 AM, an earthquake occurred in Chile potentially affecting About 9000 people within 100km. The earthquake had Magnitude 4.6M, Depth:130.91km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307814,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,"['Fri, 28 Jan 2022 05:20:37 GMT', 'Fri, 28 Jan 2022 05:20:37 GMT']","['-21.407', '-68.5939']","Fri, 28 Jan 2022 05:20:37 GMT",Latin America & Caribbean,LCN,"Chela, Antofagasta, Chile",Antofagasta,Chile,Chela,,
91,GDACS_1307813,1307813,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:63.31km) in Philippines 28/01/2022 04:56 UTC, About 1000 people within 100km.","On 1/28/2022 4:56:13 AM, an earthquake occurred in Philippines potentially affecting About 1000 people within 100km. The earthquake had Magnitude 4.7M, Depth:63.31km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307813,gdacs.org,www,"['EQ', 'Green']",Philippines,PHL,"['Fri, 28 Jan 2022 04:56:13 GMT', 'Fri, 28 Jan 2022 04:56:13 GMT']","['6.1416', '127.0714']","Fri, 28 Jan 2022 04:56:13 GMT",East Asia & Pacific,EAS,,,,,,
92,GDACS_1307807,1307807,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Cyprus 28/01/2022 03:57 UTC, 190000 people within 100km.","On 1/28/2022 3:57:44 AM, an earthquake occurred in Cyprus potentially affecting 190000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307807,gdacs.org,www,"['EQ', 'Green']",Cyprus,CYP,"['Fri, 28 Jan 2022 03:57:44 GMT', 'Fri, 28 Jan 2022 03:57:44 GMT']","['35.1013', '31.9579']","Fri, 28 Jan 2022 03:57:44 GMT",Europe & Central Asia,ECS,"Neo Chorio, Pafos, Cyprus",Pafos,Cyprus,Neo Chorio,,
93,GDACS_1307784,1307784,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:66.6km) in Japan 28/01/2022 01:35 UTC, 2450000 people within 100km.","On 1/28/2022 1:35:05 AM, an earthquake occurred in Japan potentially affecting 2450000 people within 100km. The earthquake had Magnitude 4.5M, Depth:66.6km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307784,gdacs.org,www,"['EQ', 'Green']",Japan,JPN,"['Fri, 28 Jan 2022 01:35:05 GMT', 'Fri, 28 Jan 2022 01:35:05 GMT']","['38.2417', '141.6968']","Fri, 28 Jan 2022 01:35:05 GMT",East Asia & Pacific,EAS,"Yamadori, Miyagi, Japan",Miyagi,Japan,Yamadori,,
94,GDACS_1307785,1307785,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Tonga 28/01/2022 01:33 UTC, About 83000 people within 100km.","On 1/28/2022 1:33:38 AM, an earthquake occurred in Tonga potentially affecting About 83000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307785,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Fri, 28 Jan 2022 01:33:38 GMT', 'Fri, 28 Jan 2022 01:33:38 GMT']","['-20.6329', '-175.4463']","Fri, 28 Jan 2022 01:33:38 GMT",East Asia & Pacific,EAS,"Ha‘atafu, Tongatapu, Tonga",Tongatapu,Tonga,Ha‘atafu,,
95,GDACS_1307779,1307779,7 days,"Green earthquake alert (Magnitude 5.5M, Depth:92.47km) in Chile 28/01/2022 00:31 UTC, About 17000 people within 100km.","On 1/28/2022 12:31:25 AM, an earthquake occurred in Chile potentially affecting About 17000 people within 100km. The earthquake had Magnitude 5.5M, Depth:92.47km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307779,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,"['Fri, 28 Jan 2022 00:31:25 GMT', 'Fri, 28 Jan 2022 00:31:25 GMT']","['-19.1264', '-69.3571']","Fri, 28 Jan 2022 00:31:25 GMT",Latin America & Caribbean,LCN,"Paga, Tarapacá, Chile",Tarapacá,Chile,Paga,,
96,GDACS_1307778,1307778,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:141.75km) in Papua New Guinea 27/01/2022 23:39 UTC, 180000 people within 100km.","On 1/27/2022 11:39:28 PM, an earthquake occurred in Papua New Guinea potentially affecting 180000 people within 100km. The earthquake had Magnitude 4.6M, Depth:141.75km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307778,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,"['Thu, 27 Jan 2022 23:39:28 GMT', 'Thu, 27 Jan 2022 23:39:28 GMT']","['-7.9474', '146.7723']","Thu, 27 Jan 2022 23:39:28 GMT",East Asia & Pacific,EAS,"Beluok, Morobe, Papua New Guinea",Morobe,Papua New Guinea,Beluok,,
97,GDACS_1307974,1307974,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 27/01/2022 22:18 UTC, No people within 100km.","On 1/27/2022 10:18:53 PM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307974,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Thu, 27 Jan 2022 22:18:53 GMT', 'Thu, 27 Jan 2022 22:18:53 GMT']","['-28.882', '-176.6122']","Thu, 27 Jan 2022 22:18:53 GMT",,,,,,,,
98,GDACS_1307763,1307763,7 days,"Green earthquake alert (Magnitude 5M, Depth:23.82km) in Indonesia 27/01/2022 16:03 UTC, No people within 100km.","On 1/27/2022 4:03:03 PM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 5M, Depth:23.82km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307763,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Thu, 27 Jan 2022 16:03:03 GMT', 'Thu, 27 Jan 2022 16:03:03 GMT']","['-8.7448', '108.0816']","Thu, 27 Jan 2022 16:03:03 GMT",East Asia & Pacific,EAS,,,,,,
99,GDACS_1307758,1307758,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Haiti 27/01/2022 14:59 UTC, 2440000 people within 100km.","On 1/27/2022 2:59:20 PM, an earthquake occurred in Haiti potentially affecting 2440000 people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307758,gdacs.org,www,"['EQ', 'Green']",Haiti,HTI,"['Thu, 27 Jan 2022 14:59:20 GMT', 'Thu, 27 Jan 2022 14:59:20 GMT']","['18.4262', '-73.3898']","Thu, 27 Jan 2022 14:59:20 GMT",Latin America & Caribbean,LCN,"Didier, Nippes, Haiti",Nippes,Haiti,Didier,,
100,GDACS_1307737,1307737,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:33.17km) in Indonesia 27/01/2022 13:20 UTC, 120000 people within 100km.","On 1/27/2022 1:20:05 PM, an earthquake occurred in Indonesia potentially affecting 120000 people within 100km. The earthquake had Magnitude 4.8M, Depth:33.17km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307737,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Thu, 27 Jan 2022 13:20:05 GMT', 'Thu, 27 Jan 2022 13:20:05 GMT']","['-6.6866', '120.6265']","Thu, 27 Jan 2022 13:20:05 GMT",East Asia & Pacific,EAS,"Bonelambere, South Sulawesi, Indonesia",South Sulawesi,Indonesia,Bonelambere,,
101,GDACS_1307970,1307970,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:10km) in Tonga 27/01/2022 11:14 UTC, About 84000 people within 100km.","On 1/27/2022 11:14:22 AM, an earthquake occurred in Tonga potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.7M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307970,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Thu, 27 Jan 2022 11:14:22 GMT', 'Thu, 27 Jan 2022 11:14:22 GMT']","['-20.6757', '-175.3475']","Thu, 27 Jan 2022 11:14:22 GMT",East Asia & Pacific,EAS,"Ha‘atafu, Tongatapu, Tonga",Tongatapu,Tonga,Ha‘atafu,,
102,GDACS_1307708,1307708,7 days,"Green earthquake alert (Magnitude 6.2M, Depth:4.17km) in Tonga 27/01/2022 06:40 UTC, No people within 100km.","On 1/27/2022 6:40:07 AM, an earthquake occurred in Tonga potentially affecting No people within 100km. The earthquake had Magnitude 6.2M, Depth:4.17km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307708,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Thu, 27 Jan 2022 06:40:07 GMT', 'Thu, 27 Jan 2022 06:40:07 GMT']","['-19.0681', '-176.3494']","Thu, 27 Jan 2022 06:40:07 GMT",East Asia & Pacific,EAS,,,,,,
103,GDACS_1307702,1307702,7 days,"Green earthquake alert (Magnitude 5M, Depth:75.92km) in Indonesia 27/01/2022 06:15 UTC, About 41000 people within 100km.","On 1/27/2022 6:15:10 AM, an earthquake occurred in Indonesia potentially affecting About 41000 people within 100km. The earthquake had Magnitude 5M, Depth:75.92km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307702,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Thu, 27 Jan 2022 06:15:10 GMT', 'Thu, 27 Jan 2022 06:15:10 GMT']","['3.0969', '127.9481']","Thu, 27 Jan 2022 06:15:10 GMT",East Asia & Pacific,EAS,,,,,,
104,GDACS_1307697,1307697,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Greenland 27/01/2022 04:52 UTC, About 2000 people within 100km.","On 1/27/2022 4:52:48 AM, an earthquake occurred in Greenland potentially affecting About 2000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307697,gdacs.org,www,"['EQ', 'Green']",Greenland,GRL,"['Thu, 27 Jan 2022 04:52:48 GMT', 'Thu, 27 Jan 2022 04:52:48 GMT']","['60.7498', '-44.1483']","Thu, 27 Jan 2022 04:52:48 GMT",Europe & Central Asia,ECS,"Kangikitsoq, Kujalleq, Greenland",Kujalleq,Greenland,Kangikitsoq,,
105,GDACS_1307688,1307688,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:116.22km) in Argentina 27/01/2022 03:00 UTC, 1790000 people within 100km.","On 1/27/2022 3:00:47 AM, an earthquake occurred in Argentina potentially affecting 1790000 people within 100km. The earthquake had Magnitude 4.7M, Depth:116.22km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307688,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,"['Thu, 27 Jan 2022 03:00:47 GMT', 'Thu, 27 Jan 2022 03:00:47 GMT']","['-32.4246', '-68.679']","Thu, 27 Jan 2022 03:00:47 GMT",Latin America & Caribbean,LCN,"Ramblón, San Juan, Argentina",San Juan,Argentina,Ramblón,,
106,GDACS_1307687,1307687,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Papua New Guinea 27/01/2022 02:49 UTC, 240000 people within 100km.","On 1/27/2022 2:49:45 AM, an earthquake occurred in Papua New Guinea potentially affecting 240000 people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307687,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,"['Thu, 27 Jan 2022 02:49:45 GMT', 'Thu, 27 Jan 2022 02:49:45 GMT']","['-3.7623', '151.7749']","Thu, 27 Jan 2022 02:49:45 GMT",East Asia & Pacific,EAS,"Danu, New Ireland, Papua New Guinea",New Ireland,Papua New Guinea,Danu,,
107,GDACS_1307686,1307686,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:600.26km) in Fiji 27/01/2022 02:08 UTC, About 300 people within 100km.","On 1/27/2022 2:08:50 AM, an earthquake occurred in Fiji potentially affecting About 300 people within 100km. The earthquake had Magnitude 4.7M, Depth:600.26km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307686,gdacs.org,www,"['EQ', 'Green']",Fiji,FJI,"['Thu, 27 Jan 2022 02:08:50 GMT', 'Thu, 27 Jan 2022 02:08:50 GMT']","['-18.123', '-177.7745']","Thu, 27 Jan 2022 02:08:50 GMT",East Asia & Pacific,EAS,,,,,,
108,GDACS_1307671,1307671,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:503.39km) in South Of Fiji Islands 27/01/2022 01:50 UTC, No people within 100km.","On 1/27/2022 1:50:11 AM, an earthquake occurred in South Of Fiji Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:503.39km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307671,gdacs.org,www,"['EQ', 'Green']",South Of Fiji Islands,,"['Thu, 27 Jan 2022 01:50:11 GMT', 'Thu, 27 Jan 2022 01:50:11 GMT']","['-25.9416', '179.815']","Thu, 27 Jan 2022 01:50:11 GMT",,,,,,,,
109,GDACS_1307668,1307668,7 days,"Green earthquake alert (Magnitude 5M, Depth:10km) in Tonga 27/01/2022 00:55 UTC, About 83000 people within 100km.","On 1/27/2022 12:55:31 AM, an earthquake occurred in Tonga potentially affecting About 83000 people within 100km. The earthquake had Magnitude 5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307668,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Thu, 27 Jan 2022 00:55:31 GMT', 'Thu, 27 Jan 2022 00:55:31 GMT']","['-20.5906', '-175.3992']","Thu, 27 Jan 2022 00:55:31 GMT",East Asia & Pacific,EAS,"Ha‘atafu, Tongatapu, Tonga",Tongatapu,Tonga,Ha‘atafu,,
110,GDACS_1307659,1307659,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:61.21km) in Japan 26/01/2022 21:09 UTC, 34630000 people within 100km.","On 1/26/2022 9:09:15 PM, an earthquake occurred in Japan potentially affecting 34630000 people within 100km. The earthquake had Magnitude 4.5M, Depth:61.21km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307659,gdacs.org,www,"['EQ', 'Green']",Japan,JPN,"['Wed, 26 Jan 2022 21:09:15 GMT', 'Wed, 26 Jan 2022 21:09:15 GMT']","['35.9284', '140.4239']","Wed, 26 Jan 2022 21:09:15 GMT",East Asia & Pacific,EAS,"Kōda, Ibaraki, Japan",Ibaraki,Japan,Kōda,,
111,GDACS_1307651,1307651,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Chile 26/01/2022 19:42 UTC, 150000 people within 100km.","On 1/26/2022 7:42:52 PM, an earthquake occurred in Chile potentially affecting 150000 people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307651,gdacs.org,www,"['EQ', 'Green']",Chile,CHL,"['Wed, 26 Jan 2022 19:42:52 GMT', 'Wed, 26 Jan 2022 19:42:52 GMT']","['-22.775', '-68.4971']","Wed, 26 Jan 2022 19:42:52 GMT",Latin America & Caribbean,LCN,"San Bartolo, Antofagasta, Chile",Antofagasta,Chile,San Bartolo,,
112,GDACS_1307637,1307637,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:40.52km) in Indonesia 26/01/2022 18:02 UTC, About 2000 people within 100km.","On 1/26/2022 6:02:41 PM, an earthquake occurred in Indonesia potentially affecting About 2000 people within 100km. The earthquake had Magnitude 4.7M, Depth:40.52km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307637,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Wed, 26 Jan 2022 18:02:41 GMT', 'Wed, 26 Jan 2022 18:02:41 GMT']","['1.5201', '126.5777']","Wed, 26 Jan 2022 18:02:41 GMT",East Asia & Pacific,EAS,"Pasirputih, North Maluku, Indonesia",North Maluku,Indonesia,Pasirputih,,
113,GDACS_1307772,1307772,7 days,"Green earthquake alert (Magnitude 5.6M, Depth:10km) in Antarctica 26/01/2022 16:36 UTC, No people within 100km.","On 1/26/2022 4:36:19 PM, an earthquake occurred in Antarctica potentially affecting No people within 100km. The earthquake had Magnitude 5.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307772,gdacs.org,www,"['EQ', 'Green']",Antarctica,ATA,"['Wed, 26 Jan 2022 16:36:19 GMT', 'Wed, 26 Jan 2022 16:36:19 GMT']","['-63.5138', '169.9041']","Wed, 26 Jan 2022 16:36:19 GMT",,,,,,,,
114,GDACS_1307587,1307587,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:56.5km) in Vanuatu 26/01/2022 11:11 UTC, About 30000 people within 100km.","On 1/26/2022 11:11:41 AM, an earthquake occurred in Vanuatu potentially affecting About 30000 people within 100km. The earthquake had Magnitude 4.9M, Depth:56.5km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307587,gdacs.org,www,"['EQ', 'Green']",Vanuatu,VUT,"['Wed, 26 Jan 2022 11:11:41 GMT', 'Wed, 26 Jan 2022 11:11:41 GMT']","['-19.2329', '168.5554']","Wed, 26 Jan 2022 11:11:41 GMT",East Asia & Pacific,EAS,"Bouniakoup, Tafea, Vanuatu",Tafea,Vanuatu,Bouniakoup,,
115,GDACS_1307578,1307578,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:62.25km) in Indonesia 26/01/2022 09:52 UTC, No people within 100km.","On 1/26/2022 9:52:42 AM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:62.25km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307578,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Wed, 26 Jan 2022 09:52:42 GMT', 'Wed, 26 Jan 2022 09:52:42 GMT']","['4.2674', '128.285']","Wed, 26 Jan 2022 09:52:42 GMT",East Asia & Pacific,EAS,,,,,,
116,GDACS_1307667,1307667,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Tonga 26/01/2022 09:39 UTC, About 84000 people within 100km.","On 1/26/2022 9:39:49 AM, an earthquake occurred in Tonga potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307667,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Wed, 26 Jan 2022 09:39:49 GMT', 'Wed, 26 Jan 2022 09:39:49 GMT']","['-20.523', '-175.2148']","Wed, 26 Jan 2022 09:39:49 GMT",East Asia & Pacific,EAS,"Kotomaka, Vava‘u, Tonga",Vava‘u,Tonga,Kotomaka,,
117,GDACS_1307554,1307554,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:10km) in United States 26/01/2022 04:31 UTC, No people within 100km.","On 1/26/2022 4:31:23 AM, an earthquake occurred in United States potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307554,gdacs.org,www,"['EQ', 'Green']",United States,USA,"['Wed, 26 Jan 2022 04:31:23 GMT', 'Wed, 26 Jan 2022 04:31:23 GMT']","['51.9689', '178.2999']","Wed, 26 Jan 2022 04:31:23 GMT",North America,NAC,"Amchitka, Alaska, United States",Alaska,United States,Amchitka,,
118,GDACS_1307582,1307582,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Venezuela 26/01/2022 03:41 UTC, No people within 100km.","On 1/26/2022 3:41:56 AM, an earthquake occurred in Venezuela potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307582,gdacs.org,www,"['EQ', 'Green']",Venezuela,VEN,"['Wed, 26 Jan 2022 03:41:56 GMT', 'Wed, 26 Jan 2022 03:41:56 GMT']","['10.0852', '-59.5845']","Wed, 26 Jan 2022 03:41:56 GMT",Latin America & Caribbean,LCN,"Campo de Tiro, Monagas, Venezuela",Monagas,Venezuela,Campo de Tiro,,
